Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P0A9B2	1041760000	1099980000	2049380000	2378600000	1045920000	1040690000	1087510000	1032200000	878501000	998866000	987631000	678512000	1187410000	1057470000	2435400000	2394570000	2367410000	2263610000	2122910000	2236420000	2374030000	2522870000	2051960000	2622940000	3579200	3788020	3480570	3692150	3931440	3942650	3676960	3575640	4164340	3633980	4047730	3622380	7255410	8229410	8711990	8089710	8334260	7608070	7618970	8372690	8273450	8212160	8876250	322044000	338224000	355715000	339578000	402536000	393183000	341351000	384953000	368583000	383278000	390604000	929987000	822764000	956863000	1014440000	913373000	988182000	1009040000	1000780000	870413000	844160000	1016030000	1050100000	319045000	368851000	319798000	365821000	374004000	326374000	377943000	365393000	355751000	324592000	838582000	794927000	843431000	816688000	837111000	844315000	895504000	850068000	904631000	887604000	392082000	396073000	853501000	905685000	204955000	92129600	88706800	194202000	83741600	80213900	87575200	83384800	84755200	84274900	83546200	79974400	75693800	88503100	187484000	202813000	203285000	181924000	197472000	209152000	200142000	201885000	206787000	203303000
P0A8I8	10939000	12415900	12530700	11631600	11985400	12595300	10262700	12412800	11473900	12263400	10383100	15213900	10077500	11298500	12142600	12416500	12576700	13153800	10918200	12640000	12085300	11353500	11957600	11476200	66978.4	87328.2	67387.6	77694.9	81006.7	73352.5	61519.3	64699.8	76515.2	58660.2	71791.2	86002.5	51930.9	80860.9	70966.9	69215.5	77410.7	60101.1	62446.1	69168.5	78058.5	72788.3	69807.1	3825670	4125000	4777520	3377170	4520980	4298250	3706240	5278600	3907210	3766170	4168740	5343970	4876000	4897220	4548340	4924720	4955000	4633840	4938480	4990340	5178650	4862270	4657690	1902360	1789900	1733200	1775270	1674130	1887650	1748900	1675260	1556400	1898200	1810060	1739110	1790200	1817590	1874130	1842940	1752310	1628560	1747120	1843450	1677690	1710860	1819120	1849360	1610840	1434700	1456050	1568700	1394000	1506060	1591060	1396390	1374730	1287390	1444820	1572930	1447870	1437140	1644150	1431010	1663600	1599730	1644230	1574940	1553510	1504550	1627710	1604910
P0A8T7	268292000	275468000	323447000	329452000	268892000	262174000	283844000	279656000	249769000	281375000	245062000	129687000	271093000	276798000	323906000	318145000	322850000	299962000	325770000	319131000	321185000	319829000	315784000	314858000	1295430	1374440	1239510	1311890	1427240	1385130	1388240	1405230	1419440	1489180	1474040	1407620	1358270	1419280	1723450	1717680	1451760	1552460	1380650	1802500	1746490	1657150	1772400	62709800	68490400	71643100	73356600	73525200	66227000	70459500	88302700	66540900	70556700	73358200	70727100	82093400	82345700	92661200	89702100	101561000	86416000	84938300	70012000	81967400	87102800	89363200	50597300	52223200	46780400	51387000	52626100	49876900	52206800	53150100	52241400	53510400	58809800	56968000	49866400	59226600	54694300	53313900	56436900	55150400	55591200	57518400	53936800	53455500	59263300	60548500	27276100	23059000	22370000	26188300	23192500	21180400	23761800	22629400	23710400	21909300	21809400	24821600	24122300	22811900	25847200	26323700	26650700	27085200	27617600	25700900	25488400	27028900	26891100	27127200
P0A794	29883000	31092900	26224500	24348800	24929100	24783400	24294000	26647200	26308000	26732200	25049000	24005500	27582700	27335900	25925900	24886900	27806500	24866700	23884600	26029800	26453900	26692800	26253300	23646300	375506	481900	402927	515807	401915	496763	418353	408670	432703	416657	404778	429402	359696	368185	378915	372416	420157	275694	255998	351180	391069	365921	367760	14213500	16074500	15510000	13268500	17250700	15125700	11879600	17506400	14499300	14785000	14254700	13451300	13937100	13504400	11905900	12020700	13199700	12944800	12856000	13526300	13722700	12191200	11866600	8828620	8617660	8623450	8902740	8456040	9207500	8865590	8201700	7535390	8855800	7641030	7500360	8779980	7814980	7248640	7529480	7908310	7640740	7956130	7818380	8258190	8720470	7743010	7336160	3127750	3836740	3500610	3388580	3873860	3369950	3781310	3743320	3617730	3623900	3460750	3870280	3896490	3593090	3175250	3371500	3151380	3281920	3200960	3228290	3039140	3286540	3256710	3264530
P0A7J3	964991000	876398000	1179050000	1164260000	1009760000	971965000	941764000	909682000	811503000	903255000	955817000	1197640000	992654000	929930000	1212720000	1487830000	1229930000	1319950000	1394790000	1231580000	1319380000	1261090000	1155800000	1336870000	1122650	1050860	957611	952170	1113210	1119600	946546	989085	1093610	984453	1141320	1051020	1162940	1490120	1372000	1626930	1521300	1113030	1023880	1386940	1502920	1334620	1364560	910031000	836249000	796443000	818473000	860614000	861837000	806947000	669320000	830460000	784330000	770910000	1079630000	800313000	899082000	803887000	778303000	699146000	811670000	903541000	915367000	784912000	940013000	987778000	234432000	236851000	282235000	228419000	237622000	236448000	251193000	236586000	207963000	244306000	313263000	348586000	320321000	308690000	351687000	338736000	296041000	335687000	337717000	313957000	249337000	240931000	304060000	324644000	161927000	139927000	134558000	164819000	137772000	146040000	131144000	142667000	132486000	137513000	145436000	134475000	131373000	141964000	172602000	175414000	173044000	160551000	163070000	159528000	161301000	152551000	159078000	158309000
P00935	55327500	54126700	57463200	54570700	59240100	57023800	48130500	50676000	57730700	53412700	44723700	27178600	50555900	51807100	56475800	58611700	53839500	56323800	53560000	52660400	54520000	58866600	51348200	55116300	183765	184933	185373	192762	178543	235870	188813	207126	214427	186878	209426	212685	195683	179576	210405	196528	186440	178568	196946	202840	171949	186675	208151	15273300	14778200	15737200	14467400	30783000	14926500	12920100	21724600	12783700	13997500	15012800	18747000	19450300	17945300	18365400	17344000	16401000	17115100	17421900	17391500	22096100	18752200	16130900	11235200	10865500	11244500	10590900	9763770	11999100	10321400	10011900	10454500	11205700	10364900	10046200	8886730	9817200	10649000	9805240	10496500	10301000	10723200	11000800	10408900	10326700	11202000	10016600	6751780	6541690	6400230	7231020	7480910	6250400	7001870	6438630	6088330	6007300	6154350	7592430	7986930	6069100	6765850	6266380	7279480	6306840	7173980	6824980	6754700	6764840	6881770	6966740
P0ACF4	1409830000	1192860000	1114460000	795033000	1547800000	1275480000	1229040000	1412990000	2530750000	1430140000	1320730000	2237100000	1408870000	1365060000	1215500000	1089150000	1063220000	1241720000	899158000	1145080000	1000740000	1030980000	1364470000	1053360000	2183110	2429350	1609950	2033890	2084550	2611790	2012180	1969720	2529460	1763420	3138720	2230890	1489180	1337530	1678490	1790480	1855210	1083930	1196100	2021520	1362150	1633860	1315890	884047000	684605000	645827000	771140000	624009000	731357000	736597000	434382000	739233000	649315000	614097000	278744000	260550000	359315000	357804000	378752000	276661000	373100000	367190000	425345000	272935000	365659000	414434000	155989000	153488000	207123000	166591000	159962000	163498000	163367000	159435000	162250000	183934000	116613000	119700000	136320000	117824000	127334000	135310000	137560000	118982000	137610000	124992000	154166000	156763000	120496000	125535000	57570700	91632300	94988800	59795800	90758800	111061000	88555300	93367600	93578200	99517100	93769900	73070300	87402000	91045100	63241000	65042400	59162100	54967000	57660500	61865400	56317900	55309100	57498500	55534800
P0AG84	42970700	45694800	28215500	33024900	35266100	33749500	59444400	41860600	35043200	39559800	36557300	36647000	39828500	42031600	30782800	30834100	27026700	31518200	27102800	33531500	32791900	30125700	29034600	32494700	112590	181248	157040	145219	160458	137426	125429	213746	214403	116391	160066	138321	88588	112376	102664	112291	120857	92049.4	115489	83182	94389.9	96893.4	90680.5	12968800	13769500	14361600	21258200	11442300	14678700	21727700	11486400	18785600	15072100	15503000	9957860	9421410	8988500	11814400	9233530	11354100	10440800	10386300	9258480	9457870	8169910	10490100	15099000	19403100	14083900	18673300	21641900	13796400	21095900	27757400	24852700	14654300	11729100	11211700	9133800	11195500	10846600	11999900	11971200	11939200	10474500	10166800	17176500	18255600	9592440	11604300	2422010	3959880	4205320	1955160	3478040	5522740	3962510	4205590	5206810	5633270	5344460	3036770	3323210	5078640	2371710	1893230	2726240	2065750	2256490	2333090	2565100	2305780	2562010	2528620
P0A9M8	203841000	199197000	166460000	156148000	219575000	200362000	222479000	255721000	229594000	237356000	195365000	106513000	222995000	245770000	167814000	151080000	142438000	180164000	120155000	158557000	147007000	178703000	145032000	159263000	1263970	1252250	1275050	1211430	1250670	1340820	1308670	1376150	1339620	1311920	1331830	1322240	1026560	979254	1140440	925354	1008790	758102	781685	1167730	1021630	884852	1089010	60757700	64170800	65511900	73237800	73038600	63687500	65614600	74901500	61688600	66494000	66471000	39376600	41249000	41406600	48157200	43086400	45923600	46324800	48719700	40752200	49124500	53131800	51555900	35409800	37991600	34894700	36937700	37945000	35019900	38576900	37568800	37632500	37361500	22447800	21813900	21330200	22622100	23852800	23127400	25466700	23946800	28269900	29672800	37506000	39399500	29332200	27198100	15662800	22074600	21090600	16660300	21894700	20322900	22642600	22376100	22124100	21572500	21456100	22598900	22709300	23054200	13891200	13917000	13793100	12569100	14350800	14384200	14726100	14578700	15325900	13964700
P0A9Q7	150351000	161670000	961095000	926537000	134574000	144799000	224218000	159782000	106019000	153461000	145824000	93450600	164669000	164127000	1.024e+09	868766000	795813000	885840000	632707000	945461000	909230000	978534000	778876000	955468000	796283	845167	779068	802883	903124	664923	810074	930079	986341	798495	880992	684432	3952090	3961660	4433270	3799320	3778320	3613090	3769900	4720780	4514940	4111810	4750620	36047000	39959100	44188100	58322700	40753600	48690700	59649900	48073900	51423300	51096800	54499100	246922000	259889000	273143000	328738000	278448000	343156000	306672000	320530000	249586000	307315000	333501000	324557000	29191500	40333100	29280900	36878300	43403800	25649900	42713400	46291800	44279900	28158000	190806000	182125000	162312000	179571000	199621000	205578000	219808000	207300000	231605000	233298000	40668700	41023800	231789000	229520000	124107000	22129500	21678800	121865000	18904600	22066900	21415000	19802600	25346300	22826100	22474400	18611400	15568000	21369400	111141000	103457000	111979000	89712200	119750000	113789000	112254000	121002000	124759000	117668000
P67087	12438200	12055100	10370000	10956700	11332800	11087800	10627100	9506160	10209600	10966300	11830700	11342100	11236100	10716700	9909990	11056400	10590000	9271880	10507200	10192800	11261000	10603300	10073500	11182400	124936	170606	130612	166523	137968	145410	142777	135735	157714	150702	138547	155302	125433	146131	126316	137185	148146	104373	104477	112865	133810	139989	119547	6615560	5840580	5393120	4557190	5797490	5635340	4760630	4837900	5488060	5201350	5324900	4881330	4389420	4611820	3914080	3983400	3652960	4438610	4245470	4953360	4372500	4146080	4371960	3493610	2845750	3443740	3030440	2804610	3485840	2933950	2913420	2764720	3437020	2802540	2818910	2997270	2841310	2781130	2901440	2798870	2843120	2835930	2659340	2993460	3008550	2764210	2744810	8787800	10239700	9885070	8983770	10438300	9525750	9545520	10046600	9563680	9899420	9821450	10041400	10590500	9674420	9214670	8912830	8492190	8717740	8864240	8900880	9350330	8767170	8451630	8815380
P0AEJ2	52848400	58098900	69912400	82545300	32527000	45353200	91220700	83620800	39918700	80354100	46576300	43677300	78723000	66951000	77925200	62046900	74035100	71104000	101118000	103367000	119418000	94416400	33201700	132941000	311539	345386	411293	287403	361851	276950	218651	337303	424477	209330	345634	235730	333748	475014	465007	490679	399059	364562	347856	459262	604055	417977	444633	15614100	17077500	21141400	48944700	20491400	22403600	29681000	11840600	24157500	25126600	28011100	36479100	44538900	44044300	32896600	35532100	42862600	40589600	35839100	49188200	46069300	32975800	40438000	3075850	7668630	3922500	7889710	6727150	2912980	8026670	8374870	7546010	2703210	8278020	9226300	12070700	8193220	8328350	9989290	10626000	10041100	12365100	8466490	6316450	6945620	7599030	9850620	7187820	5171910	5415320	5774060	2999930	6012710	6070450	5990210	6477990	6086180	5207880	2958900	2365120	5534250	5157800	8810490	7422810	6563440	4860110	7659440	6170430	9132570	5891220	7535400
P08142	47435700	51508900	50117900	46952800	53949900	43973400	48467300	51246300	46065200	56607900	41436900	23678400	49316700	51341800	52310300	47859600	48449600	47274100	47540400	50159300	45417400	43853400	55571300	43295000	468627	516272	485737	557148	501262	570000	624251	578500	591877	620681	602774	533225	569779	467547	541973	564153	537448	555543	587122	519374	572095	614987	549080	27707000	30919900	33355800	22502400	32857100	31184900	28309900	38107100	29654400	30568700	31259400	28304600	32510100	33514900	34502700	32845800	35219800	33537100	33842500	29105300	30334900	30268200	30220900	15962400	15741500	15227800	15664600	15686100	15455700	16243500	14535400	14846100	15339400	15199600	15046600	12939600	15553600	14623700	13482900	14837800	14683200	13566300	13894700	16335800	16312800	14340300	14787900	4444340	5539380	5445730	4455710	5566890	5137690	5042400	5281210	5226490	5330310	5337300	5597730	5249560	5308080	4702150	4402050	4894680	4862670	4873220	4705590	4705300	4695360	4743230	5087840
P76576	28986500	28386700	30740400	29033900	31266800	27131900	31403100	34273300	38114800	33832600	26731500	25272100	28664000	29415800	32370700	32519800	32558200	35586600	29603600	33748400	30387200	30544500	34845500	28510400	451944	483549	383277	405252	404409	428972	395477	401381	470834	427558	428431	424633	354038	452949	435840	439020	447004	343433	330473	403024	444450	315405	405910	10572200	9776300	10932400	7968710	11185400	10562000	9642640	11225600	10823400	10267500	9811900	9581790	8344510	10306400	8398500	9290350	11288200	10116000	9785910	10696600	7821260	9473310	8680140	6072600	5557150	6591140	5780170	5608920	6031090	5582150	5509580	5312460	6227220	5995500	5778940	6089650	5948110	6015050	5814990	5827820	5852360	6007210	5804320	6075560	5485810	5776030	5935200	10693600	10498800	10401000	10550400	10579100	10553100	10413800	10526100	10396000	9952880	10547200	10676000	11086000	10010100	11049300	9429250	10450700	10358600	10513300	10068200	10332600	10390100	11176600	10603800
P0AET8	105697000	111942000	79546200	91414400	116770000	128940000	132925000	108825000	105437000	115661000	126106000	89344200	125243000	114158000	101134000	107959000	101509000	94696500	96979000	95581900	104891000	109019000	93444300	104464000	677912	676561	683680	622257	673849	634470	533785	696014	774377	574332	609507	606202	419367	579718	599765	564033	594047	369524	464513	608240	493637	509226	513460	30245000	32067100	37993300	33914800	39102100	35462000	38902200	36372700	32476000	37984300	37278600	34714500	29789800	35554300	33721800	29047500	35178400	33761400	36645300	34693200	36223200	35544800	34822200	12921700	13799600	12500200	13286200	14285600	12645300	13617400	15030800	13723400	13092800	11324800	11195700	12426400	11130000	11792600	13027000	12374300	12446800	12091000	12268700	14434300	13973100	11236700	11272800	4530850	5716570	5423300	4505930	5773220	5062400	5927160	5512250	6014940	5676140	5599490	5867630	5643840	5826990	4746320	4779490	4804590	4725660	4821160	5038320	4757420	4894930	5028040	4736290
P0AFI5	685827	998804	1169030	1197240	667464	441277	617168	867539	742409	752117	517100	324375	594006	915354	1064830	1021080	1099440	1082840	904775	968264	963094	1036000	1036760	1000340	17639.4	23027.8	19310.8	21269.9	17940.1	19145.7	20607	18408.9	21700.8	22229.8	16629.6	19956	28462	28481.4	24294.2	27559.8	29172.9	30534.5	22762.7	26449.5	30017.5	27929.2	31612	792558	732956	633233	732683	548284	686450	814113	678527	774512	679456	725361	1030460	1004900	1033620	923434	955554	1003180	959606	872947	1147770	1120760	990395	1048730	532295	544493	485988	530671	568147	473207	521275	522130	499126	527131	776434	753584	732051	841127	736718	713926	741111	717841	780061	841651	560290	588082	798532	766891	173275	220011	169000	188668	182252	155242	170564	158328	150449	187191	147927	180403	171543	144776	180391	190345	209392	246627	199341	153974	187614	173942	162712	155310
P25888	8176250	8802200	17488100	20546100	8996810	8330390	9443480	9082210	7423630	7286760	7422490	5222340	8588500	9109730	17460400	20606400	17766900	19468000	20047600	16823900	17803700	15722100	17702900	17652400	21281.9	31646.4	23119.2	31332.6	24440.8	24696.6	31348.8	26119.4	33144	27758.1	26647.1	27642.3	106165	127341	103696	123486	125312	122662	92896	89963.3	108438	116498	117070	1295350	1231260	1388440	1396420	1580160	1482650	1488370	1099520	1390840	1291830	1225430	5521250	6003060	5329330	5700710	5791340	5653600	5363630	5852510	5095570	4789630	4458240	5607540	929884	948092	990092	1038720	974689	970515	922470	1086930	961645	895084	3712400	3818420	3246570	3688210	3864680	3233000	3471790	3549330	3123500	2970750	913457	956095	3482190	3976760	1622620	495150	583209	1373710	433530	537376	537247	490073	491937	495776	514730	410165	422884	556682	1515310	1372430	1719570	1460940	1601000	1432370	1555520	1339050	1423750	1523400
P16659	100624000	101021000	106266000	108272000	99441000	98311700	96483100	90849900	80526900	95114400	90124800	54165600	100094000	91797400	101180000	103601000	105439000	82304400	104764000	98308800	106065000	108082000	98097700	103450000	667013	806313	695490	777584	688939	759288	734838	713478	740742	770815	721403	741804	795076	864523	808144	866711	861732	623454	593534	871972	831225	841356	761195	28937600	30790400	32020200	27085800	31353200	29680300	27502100	33642600	27820700	30301300	29815000	28678600	33405700	35089100	36918600	34944200	34554400	35917900	34790800	32096500	31789400	34491900	36008600	15970300	15268300	15270500	15113300	15085900	15761900	15158800	14875200	15191400	16357100	16651300	16571700	14937100	16371200	16426800	15304200	16377600	16119300	16376600	16573300	16284200	15755700	17056700	17129100	8161920	7621340	7357740	8050080	7829240	6574280	7649300	7043970	7090690	6943510	6768970	7990670	7971660	7097690	7930010	7802530	7855930	8097500	8208810	7804430	7715300	7956830	7921910	7902990
P0ABQ0	20418200	20689800	16940700	17838900	21118400	19779600	21148200	23718100	19285200	21093800	18009300	10238100	20912500	22689700	15420600	14982400	18174000	16270900	16489800	18516000	16803200	16680400	17290900	16538900	110900	122856	123409	93088.4	114560	120041	100172	121323	110195	81007	116298	107516	47737	96788.8	84498.7	95878	86534.1	54047.5	61878.1	86934.1	96386.3	82867.1	83404.1	4706880	4683390	5156150	4383340	5224640	4666400	4505850	5128520	4386540	4670760	4755140	3587350	3833630	4269060	3617730	3536360	3753430	4077650	3964160	4075310	3403220	3870270	3901540	3958860	3951200	3856810	3876060	3685130	3925160	3914940	3855540	3848880	3775470	3046720	2864470	2922300	3042290	2850790	2838320	2971310	3020820	2949690	2831230	3743740	3913460	3040310	3067180	977754	1252520	1186510	1007120	1327820	1077680	1296820	1216320	1219760	1172570	1132990	1243130	1300920	1124040	955914	960957	938388	895778	952035	956906	964184	934349	946912	946629
P0ADC3	9663660	10340400	11839800	13074900	11062500	11015000	13278500	11768600	10082500	11504300	11058400	5907890	12353000	11512400	12769300	13438400	11970300	12509200	12873400	11449400	12191200	12338800	11524200	12309000	28583.6	31494.6	36236.5	33166.2	40446.6	36723.9	26736	32701.9	37015.3	22548.5	36189	39661.4	30617.3	50328.5	44651.2	41206.7	49177.8	27950.8	17155	43912.4	42761.2	34434.7	41693.2	2058350	2290980	2478710	2374520	2105090	2203630	2341550	1970430	2133710	1998560	2353670	2175660	2478880	2814050	2782840	2696570	2550560	2775540	2670850	2452210	2461940	2570670	2855930	1604080	1738810	1550120	1765700	1708150	1550170	1647060	1765560	1692250	1586490	1855370	1846920	1687000	1911790	1862330	1851630	1862480	1798860	1771120	1859250	1477440	1626490	1810060	1830440	650568	506186	561355	577420	506172	507547	565548	489809	558565	566750	565840	542908	498247	481248	554486	576269	635368	544122	625173	566011	623885	686581	633164	664063
P10121	30973000	29681800	28758000	29576800	28780700	30312100	28367400	26405400	23867300	28673500	28863000	29716700	30606400	27370700	27459800	29912900	30345100	25940800	30565100	28593500	29785300	30140300	28512800	28848500	197817	221054	192759	241211	228258	230157	212041	214422	234154	240979	214911	229579	216365	245700	228423	229635	225532	209577	202754	221669	220711	225168	214484	15831500	15683200	16946500	13966700	17634200	16510300	13574800	17165300	16588400	15542700	15675000	17132700	16856800	16665500	15150100	14134400	14076100	15488600	15287000	17076100	15640800	15493200	14955400	39571300	38372000	40317300	39319700	37934000	39774900	37789300	39182700	36769800	41810500	39044800	38641400	38192400	37989700	39709200	37506700	37660800	38251700	37963000	38427800	38900900	39450600	38901100	39260000	2338350	2530360	2473750	2416860	2464550	2484970	2533360	2508790	2510780	2550520	2472700	2349490	2511270	2479550	2385940	2402620	2416220	2286180	2387460	2363500	2353620	2371020	2330020	2268690
Q46871	18073500	16280300	12872900	16774000	12286800	14841000	20470000	17327700	11180700	16742300	17953000	21857900	19552800	16580800	13264500	16450300	16963000	13256900	22067600	17042200	21593000	15499100	11411800	22319600	106732	117079	112569	120552	119922	109387	99111.2	116550	139841	91958.2	110634	91590.4	69565.3	113223	108938	130702	113262	96606	108997	93199	116762	106575	108308	10364600	10220500	10792400	17995300	11680900	11469500	15834300	8600510	13694800	13204100	12272200	11809500	13142900	13973000	12275300	13788400	13298800	12919800	11700600	13305500	10495500	9729830	12538600	4906990	6485310	5394830	6971040	7051880	4731340	7326050	7394270	6916530	4708920	6806820	7346820	9030840	6682840	6336690	7425000	7099280	7025060	6271180	5406780	6531780	6360030	5473600	6471060	5128540	5067020	5111120	4156670	4629420	5843910	5334630	5501610	5879850	6013060	5798960	4161520	3746340	6081600	4945890	5881350	5591280	5717180	4939040	5204760	4767810	5617610	4841540	5802960
P76541	16674100	20428300	12550000	13850700	15378000	17354300	19211400	17981600	16789200	18344100	15925700	21500100	16551200	16123300	12247600	15550300	13654500	13095400	13719300	17307700	14837900	13895500	12866300	14898500	102911	59680.4	87180.3	59548.4	89400.8	79434	91127.9	86069.8	71222.9	126016	74415.7	74995.4	63497.9	58936.5	68068.6	64433.9	58925.9	27538.1	54068	56240.3	53287.5	61108.4	46887.7	4427810	4270320	4725920	4157270	5555630	4201440	3150720	5760320	4091710	3821680	3985820	3625570	4237260	3260900	2937040	2626630	3136640	3362760	3253150	3665320	3431500	2998370	2864240	1610490	1483640	1446740	1529920	1391760	1661080	1413400	1453410	1441900	1560350	1209980	1119540	1210910	1087760	1177800	1237260	1077600	1184360	1218530	1155450	1496610	1613610	1163280	1070290	1143100	1540730	1454740	1119770	1742510	1469360	1608310	1503690	1497210	1491170	1562230	1464790	1602730	1478220	1090180	1113420	1203130	1132210	1287990	992511	1099590	1049790	1161350	1095980
P60293	26037100	27053300	22723000	25319800	26173500	26584300	27350400	23268800	19424300	24594800	25668200	16682300	25766400	26325000	23744700	25219600	24734000	18870000	27273600	24945400	26431300	25209000	22669700	26160900	42310.8	45506.2	46330.4	44693	45362.1	45859.6	39169.9	46247.7	43865.3	39800.6	41245.6	41965	47123.8	47875	43169.9	46578.5	43803.6	39807.1	38511.4	45409.6	40520.7	41867.8	38945.3	2810030	2828090	2876400	2863170	2894370	2787470	2887150	2751310	2800230	2964720	2991350	2619510	2810140	3019390	3020470	3104360	3156590	2887720	3077770	2779970	2392050	2733540	2878690	2078280	2054350	2041100	2122300	2032190	2148570	2115810	2028070	2133070	2131250	1994710	1984120	2133830	1974150	1917570	2055840	1995310	1917100	1934100	1965050	2019140	2073860	1996080	1861890	809749	844803	820005	859243	780036	688696	777876	741991	827070	713056	697811	790705	814586	726968	825089	899300	872660	858431	795949	844916	848809	842811	840663	823228
