rowname	Ref8537_QC1_20230414_1	Ref8537_QC2_20230414_1	Ref8537_QC3_20230414_1	Ref8537_QC4_20230414_1	Ref8537_S4_20230414	Ref8537_S8_20230414	Ref8537_S11_20230414	Ref8537_S18_20230414	Ref8537_S21_20230414	Ref8537_S26_20230414	Ref8537_S35_20230414	Ref8537_S37_20230414	Ref8537_S45_20230414	Ref8537_S49_20230414	Ref8537_S52_20230414	Ref8537_S60_20230414	Ref8537_S65_20230414	Ref8537_S69_20230414	Ref8537_S75_20230414	Ref8537_S79_20230414	Ref8537_S82_20230414	Ref8537_S88_20230414	Ref8537_S94_20230414	Ref8537_S100_20230414	Clinspect_E_coli_A_QC1_Slot1-6_1_8640	Clinspect_E_coli_A_QC2_Slot1-15_1_8649	Clinspect_E_coli_A_S5_Slot1-7_1_8641	Clinspect_E_coli_A_S7_Slot1-24_1_8673	Clinspect_E_coli_A_S14_Slot1-11_1_8645	Clinspect_E_coli_A_S20_Slot1-20_1_8669	Clinspect_E_coli_A_S23_Slot1-8_1_8642	Clinspect_E_coli_A_S29_Slot1-19_1_8667	Clinspect_E_coli_A_S34_Slot1-18_1_8666	Clinspect_E_coli_A_S39_Slot1-26_1_8675	Clinspect_E_coli_A_S42_Slot1-21_1_8670	Clinspect_E_coli_A_S47_Slot1-14_1_8648	Clinspect_E_coli_B_QC3_Slot1-23_1_8672	Clinspect_E_coli_B_QC4_Slot1-10_1_8644	Clinspect_E_coli_B_S53_Slot1-22_1_8671	Clinspect_E_coli_B_S58_Slot1-5_1_8639	Clinspect_E_coli_B_S62_Slot1-16_1_8664	Clinspect_E_coli_B_S66_Slot1-13_1_8647	Clinspect_E_coli_B_S78_Slot1-17_1_8665	Clinspect_E_coli_B_S85_Slot1-12_1_8646	Clinspect_E_coli_B_S86_Slot1-4_1_8638	Clinspect_E_coli_B_S91_Slot1-25_1_8674	Clinspect_E_coli_B_S98_Slot1-9_1_8643	BBM_673_P283_01_VEB_001_R4	BBM_673_P283_01_VEB_002_R3	BBM_673_P283_01_VEB_003_R3	BBM_673_P283_01_VEB_004_R3	BBM_673_P283_01_VEB_005_R3	BBM_673_P283_01_VEB_006_R2	BBM_673_P283_01_VEB_007_R2	BBM_673_P283_01_VEB_009_R2	BBM_673_P283_01_VEB_010_R2	BBM_673_P283_01_VEB_011_R2	BBM_673_P283_01_VEB_012_R2	BBM_673_P283_01_VEB_013_R2	BBM_673_P283_01_VEB_014_R2	BBM_673_P283_01_VEB_015_R2	BBM_673_P283_01_VEB_016_R2	BBM_673_P283_01_VEB_017_R2	BBM_673_P283_01_VEB_018_R2	BBM_673_P283_01_VEB_019_R2	BBM_673_P283_01_VEB_020_R2	BBM_673_P283_01_VEB_021_R2	BBM_673_P283_01_VEB_022_R3	BBM_673_P283_01_VEB_023_R3	BBM_673_P283_01_VEB_024_R3	20230516_EXPL1_LiSc_SA_S610_RT_25_s2	20230516_EXPL1_LiSc_SA_S610_RT_26_s9	20230516_EXPL1_LiSc_SA_S610_RT_27_s12	20230516_EXPL1_LiSc_SA_S610_RT_28_s17	20230516_EXPL1_LiSc_SA_S610_RT_29_s24	20230516_EXPL1_LiSc_SA_S610_RT_30_s30	20230516_EXPL1_LiSc_SA_S610_RT_31_s33	20230516_EXPL1_LiSc_SA_S610_RT_32_s38	20230516_EXPL1_LiSc_SA_S610_RT_33_s44	20230516_EXPL1_LiSc_SA_S610_RT_34_s48	20230516_EXPL1_LiSc_SA_S610_RT_35_s51	20230516_EXPL1_LiSc_SA_S610_RT_36_s56	20230516_EXPL1_LiSc_SA_S610_RT_37_s63	20230516_EXPL1_LiSc_SA_S610_RT_38_s68	20230516_EXPL1_LiSc_SA_S610_RT_39_s72	20230516_EXPL1_LiSc_SA_S610_RT_40_s80	20230516_EXPL1_LiSc_SA_S610_RT_41_s81	20230516_EXPL1_LiSc_SA_S610_RT_42_s89	20230516_EXPL1_LiSc_SA_S610_RT_43_s92	20230516_EXPL1_LiSc_SA_S610_RT_44_s96	20230516_EXPL1_LiSc_SA_S610_RT_45_QC1_LabD	20230516_EXPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EXPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EXPL1_LiSc_SA_S610_RT_48_QC4_LabD	CVT09_QC1_LabE_X023	CVT09_QC2_LabE_X024	CVT09_QC3_LabE_X025	CVT09_QC4_LabE_X026	CVT09_s3_X002	CVT09_s10_X003	CVT09_s13_X004	CVT09_s16_X005	CVT09_s25_X006	CVT09_s28_X007	CVT09_s31_X008	CVT09_s36_X009	CVT09_s41_X010	CVT09_s50_X011	CVT09_s55_X012	CVT09_s59_X013	CVT09_s61_X014	CVT09_s67_X015	CVT09_s73_X016	CVT09_s77_X017	CVT09_s84_X018	CVT09_s90_X019	CVT09_s93_X020	CVT09_s99_X021
P46144	2020070	1753700	2825120	3237110	1459370	2203740	2180610	2314760	1616680	2350740	1668460	3267470	2458060	2250690	3267860	4064720	3313220	4006180	3602600	3151480	3322490	3990470	3048610	3171170	14489.3	14444.1	13785	12599.7	13912.7	13497.9	11270	12579.3	11133.4	11294.9	12546.3	16817.6	17851.6	19973.3	12728.5	19810.6	22139.3	18857.7	14289.7	17493.1	20753	15326.5	19162.6	536003	561762	683912	469176	471613	462243	586166	689211	607886	506893	483585	1146620	869333	706155	678930	640397	609765	715236	737916	988814	577243	727145	744734	969828	748036	996799	865325	766404	968712	812487	840886	773026	1047890	1210200	1211890	1295910	1101050	1275810	1268510	1201530	1188520	1331190	1197990	789101	886777	1184580	1204700	97399.7	NA	44602.9	128030	71062.2	36447.6	102988	26601	58277.9	21226.2	86815.1	89727.1	93050.5	79834.1	96948	151031	100249	121992	130202	111487	123362	91005.5	114825	74137.6
P0A8I5	31334100	32754400	40854300	41059700	31040400	27632900	36081700	41646600	36036500	36618500	27032400	30980500	37851900	44862100	39695200	34246200	46432600	46588100	38841800	48354900	36138400	36576400	43854600	37748400	314833	474353	373863	526341	404470	422926	566153	392878	470386	540822	450946	407615	636404	541869	484990	504117	529636	612414	729092	444781	492910	593754	541163	9707240	9803230	10092700	9211090	9515800	10865700	9494420	8392290	10930600	10376500	10536700	10966000	10048000	12148100	9701020	10823400	9878550	10903300	11055600	12110000	9326520	9746030	10149500	4757740	5597740	5406840	5543700	5085490	5114520	5742490	5376970	4953790	4609660	6327420	5944820	6312900	6204810	5866490	5937300	5671560	6164400	5737270	5173340	5157040	5378830	6079900	5855730	2733680	2490730	2536930	2588910	2204720	2682250	2494770	2459310	2771740	2570470	2815950	2156890	2317960	2532710	2723200	2318210	2833440	2904870	2748900	2738750	2831330	2735520	2681130	2762700
P52097	4945780	6570170	5572670	6160180	4396710	4918140	6674630	5651900	4031690	4803440	5344420	2526330	5969560	3330240	5053770	5366480	6397510	5867500	6498330	6504330	6324770	6121200	5376590	5808050	31299.7	41018.7	41905.4	32934	37937.4	42107.2	54486.6	32029	29899.8	46333.6	35271.3	40171.8	37810.4	45320.5	40932.2	50069.9	44290.7	38857.7	55019.8	35333.3	38746.6	34098.2	33826.7	1753430	1784110	1713200	1568670	1951850	1837150	1767430	1873100	1794910	1730400	1722770	1701400	1870660	1896850	2218260	1983620	2070420	2136190	2141200	1791610	1483960	1976310	2001740	2265560	2136720	1991650	2184160	2188010	2162220	2123100	2188520	2237360	2168500	2196060	1958080	2081160	2108890	2260970	2314100	2171620	2127680	2042890	2228630	2076000	2145160	1961040	1909820	556988	507233	539529	517990	480965	360610	519075	482601	489824	454695	406902	523438	476935	424495	627192	473999	606896	649064	563616	599548	603653	659371	530587	606423
P37671	3468260	3551190	4833390	3805220	3283870	2710940	3649610	4147970	4540200	3777950	2075570	1090280	2686840	3303360	4413100	4000070	4276900	3429590	3035360	4574020	3424380	3825860	4333560	3002630	60983.7	65524.2	65512.2	61912.4	66411.7	70089.3	62483.7	68425.3	65225.8	58677.7	68327.4	74180.6	66150.9	79073.3	80479.7	78527.1	75751	56959.6	56683.9	64635.9	79456.7	67292.7	69020.4	1426580	1676350	1897720	1339660	1945960	1539910	1317470	2135940	1426060	1669040	1697290	2008810	2252570	2218110	1835200	1545830	1876910	2031350	1998800	2245950	1998650	2071200	2057800	1367920	1331620	1272060	1269620	1287250	1489440	1235040	1212600	1276430	1457190	1436300	1399340	1533160	1414470	1395320	1444280	1357970	1442030	1388820	1409100	1384810	1299530	1354790	1456400	302160	239051	253483	262077	318812	236913	285605	275386	290645	286110	262737	288523	238833	257830	247679	239797	253706	290013	278604	305967	254000	278334	305362	276603
P69411	19642100	16317800	17189200	14300600	22025500	23097900	21337500	24130600	30934400	21411600	23034000	28215700	24775700	21674400	17545000	18802400	16388100	20695900	14516600	17314300	16701400	16275700	18009300	18596600	704457	812907	667554	685366	678919	845014	767691	705319	767849	671758	787561	793848	588936	608686	616977	627480	614131	492427	397347	625555	788341	686791	649104	12591300	13938100	12966200	13262300	14136700	13970900	13777700	11733600	12725100	15086800	15720000	7409720	7765280	9181680	11460500	9801600	10677000	9687360	8671780	7976170	5689950	9780770	10611900	6005330	5587530	5691200	5555290	5486820	5575230	5430430	5953960	5863170	5793500	4078740	4103370	4085840	3920660	4071530	4085000	3953760	3804480	3818340	4060100	5943350	6079040	4263770	4317140	2150990	3091600	3030500	2028790	2960420	3084730	3019740	3005050	2994100	2969570	3099810	3013300	3246700	3243050	2102100	2053340	1925820	2066330	2415420	2084040	1989720	2033730	1996790	2048600
P0A7N9	163167000	155459000	229584000	187263000	172385000	124301000	120383000	175117000	240892000	168504000	146935000	204208000	158120000	173098000	218149000	221374000	226449000	246002000	208435000	223365000	189856000	178124000	239229000	187473000	965167	1836670	922685	1560140	1662760	1485170	1063070	1336420	2403240	1330290	1848040	1500490	912406	1919270	2227980	1490900	2304740	1512780	1177440	2069380	2204850	1566370	2025980	380527000	309749000	248301000	399755000	283597000	372754000	389073000	177306000	353050000	355697000	319637000	320130000	233931000	380799000	319751000	281135000	227317000	304949000	302438000	295154000	301297000	407935000	513255000	184966000	187593000	245087000	190585000	183897000	189151000	184193000	189897000	191899000	183309000	251162000	272085000	292897000	239247000	261984000	278845000	258710000	270113000	268650000	236511000	170735000	1.83e+08	255936000	258769000	49074700	40967500	40119900	48604400	40553700	55758700	38951700	43869000	43054700	41065600	47839000	30500900	38273000	46887100	52676200	58447700	57271800	48389100	50477700	55230900	50711900	46373700	45644500	49446100
P0AA31	67585700	53557000	36189200	28949400	50805700	37473600	50179200	57154700	69826600	63230000	56903200	77086400	65365900	64453900	42205500	38797500	32080900	40099400	32945200	36664700	33902000	30079500	32471700	34702400	573324	610262	678381	430328	752052	702379	258096	571353	581677	292857	832351	721194	143641	327884	429859	261056	435223	119277	79285	317029	334369	198973	221185	45477100	38493600	29396700	36983800	30428300	36001600	37847600	17903000	36870800	31493400	29552700	14602500	10522600	13180500	8932640	9662070	7761420	12116400	12261700	12931300	11246700	12660400	11813700	18814600	20284000	25670700	21173700	21220500	19308200	21631600	21781100	24068700	18651300	9780680	10849000	11105700	9104510	10491600	11511400	10076800	9470210	11833300	10559000	18435300	20729200	11118400	10535500	2904050	6946020	6224160	3199390	6249750	7483200	6572560	7068750	7201300	7266740	7564740	5408790	6170420	6718190	3228510	3046230	2991530	2627590	2831870	2805140	2827860	2656310	3144900	2694030
P33014	5426840	8381390	5176650	3849040	NA	NA	NA	NA	1556360	NA	NA	NA	NA	4027880	10394800	7225770	4924820	5438170	8977520	5531130	4535080	6203440	5274580	7750470	129781	188721	152507	150837	256100	154219	136120	138669	187009	83713.1	173647	195083	127369	196275	207132	240571	263640	163268	114079	204287	225482	181414	216931	7213510	9561900	6467680	13968100	9017550	14960500	10970700	4521920	9734140	9840860	8083210	10368600	10802800	7124830	10426400	3381620	5012630	8831380	10532400	5260940	12825500	11670900	8016000	2202660	3090290	3110550	3284470	2705030	2497270	3001820	2741350	2659030	2438190	3440970	3266430	3315770	2696870	3523660	3397980	3223180	3248170	3603450	3476970	2113730	2516940	3410050	3222840	772488	838873	715614	925462	987737	1646160	1119730	929825	1086830	1227170	1049570	1036500	1019080	879106	1443200	1016140	1118940	824997	1025380	916185	875322	906794	1022280	984213
P67553	2052130	1887360	2037230	1983180	2037940	2196010	2858840	2968810	3308760	2553810	2236490	4729800	2641850	2998880	2856960	2559270	2636650	3424790	2822600	3003060	2346740	2268220	2939260	2701230	19198.6	15481.6	16794	18492	17470.9	22569.4	12523.2	20277.9	26585.8	17360.9	20493.4	13514	8198.53	20598.2	17252.2	18523.7	14566.4	16067.1	8989.2	19513.7	24273.1	18965.9	19289.3	951747	965782	1102230	1257310	940218	1125700	1113990	1163070	1245170	1273850	1234760	1114050	1092520	1319710	1370380	1192710	1221770	1099540	1286230	1186010	834185	1233600	1321850	530564	604176	542535	625190	589728	488487	548273	662456	594296	466650	545255	518702	575287	635988	619200	549903	582341	531582	533145	457830	591530	561694	615811	618353	147892	93039.6	163473	165065	NA	174477	141651	148602	195031	136715	130186	152993	NA	157605	127404	86030.6	148906	135581	NA	154608	71529.3	126838	99544.8	119990
P0C077	1721640	1089770	1726460	1461360	940548	1478560	1319100	1180780	1082430	1107980	3209730	1217050	1940150	1684900	1124990	1910650	1451390	1784060	1331180	1552010	1205600	1140350	1326670	2062410	9330.41	15598.8	10536.7	10192.9	8656.61	12057.6	11572.2	10839.9	12007.1	7100.75	7811.49	10802.7	9137.52	6094.92	9171.97	7696.98	9587.99	5751.1	6424.44	4997.48	4445.12	7260.17	8742.38	3349130	2895830	2647330	2174440	2647140	2568610	2205270	2331220	2793630	2805020	2661530	1244110	1061960	1464080	1588030	1762590	1229460	1483950	1503100	1329110	1270950	1604420	1892750	2892640	2286890	3166530	2436510	2386440	2935550	2362750	2418310	2204300	3201600	2046120	2113640	2326030	1962000	2046800	2272350	2192450	2109240	1961960	1959270	3047750	2878800	1874190	1934770	665185	1088990	750822	696866	783404	333234	999580	828488	768676	604340	708284	1029600	1146060	776835	828188	436463	806557	686968	594300	649272	954346	934848	868664	637347
P0AC92	13075600	10535000	19599600	15515100	12808700	12057700	9405660	12124100	14106800	11277000	11982500	18188700	12393700	12204300	19395100	18080600	16895300	18621600	19173800	20832600	20855300	16642900	22153400	18309400	59195	94852.4	49617.1	30962.2	82436.5	36649.4	35648.4	36569.7	48104.4	32886.9	48317.8	80935.6	31241.9	100726	102766	75745.3	196443	55549.4	24858.9	148878	118073	87472.5	94646.2	7778290	5704320	3756620	6856950	4385630	6112160	6084750	2941270	7377120	5675310	5049430	6958980	5831200	6205590	5638320	6352040	3994690	6631220	6469790	6683020	4957960	5794870	6509210	2070610	3034680	3300350	1549660	3137860	1922050	3421720	2598510	2660320	1542470	3189060	5516740	3210450	3776240	6053840	3426450	3428870	4519700	5536290	3515670	2923750	3287780	4465420	3286390	1068820	645606	650833	1183050	702078	651635	607156	604626	633799	632926	662799	692432	672590	735067	1201330	1358700	1064720	1090460	1019970	1288330	1230240	1127880	1083550	1127930
P69910	26309800	25908300	52980300	43319000	35300100	17545600	53431900	90982300	74462600	63798300	15079900	19920800	28823300	64923100	41542500	58324600	37252900	97105900	21229400	64621400	22889400	30230400	44730600	30417100	22254.2	23325	27280.5	29811.4	23958.9	19452.3	28125.9	27088.3	22141.3	29398.8	25031.7	17828.2	36835.5	21643.6	24285.3	18353.7	24353.3	30712.1	34351.7	18852	18977.6	35986.8	28957.7	25294500	26691400	31800100	56596100	27296100	43891400	54848900	32159300	46672000	42998200	40281600	18461600	26306200	25601700	38829800	30409100	40968400	36359100	37030500	37274600	24380200	36109800	43078600	31637600	36155000	25838700	43112100	61157200	26068900	45193700	65878800	55917500	31968700	29829500	29527700	34107100	30185300	36373300	32920300	43490200	39140300	36429900	37001300	39406200	41865800	32368600	42363200	6272140	8299840	7427960	5432310	5197660	9368310	7000280	7087500	9047140	10013200	10365400	5193240	5773700	10940200	5878610	4809250	6894890	4009940	5769740	6160730	6795690	5249700	7293940	6304070
P0AA82	4084600	3468380	4636370	4400540	2395260	2429350	4431280	2810770	2131780	2612200	3612770	1892440	3960850	3081060	3505570	4193290	4252100	4292660	5572830	3358540	5165150	4394070	3672940	4921710	3681.08	12991.7	8598.97	10802	9285.03	7048.07	3215.82	2662.93	9878.03	3480.15	9138.61	4605.16	7871.58	28179.5	7341.84	11444.7	16875.8	6326.45	5822.77	12669.1	7387.14	8293.62	15254	988013	1219430	876973	966642	470975	701042	1002740	369589	1115500	826897	849734	665546	821782	841121	1078620	1224180	862933	1147830	1017180	657956	476291	1012040	899921	1088490	1271130	1299930	1283650	1297280	1120740	1218020	1321290	1328520	1021680	1421120	1542810	1064630	1214460	1298330	1192420	1212900	1292670	1070880	1501420	1046040	1004670	1535610	1297790	224246	99691.7	135737	238031	74914.5	130219	132357	110679	144978	147067	102375	132181	124577	119025	189660	153519	150913	176247	174245	168871	165796	158656	165138	237360
P0ADT8	59036700	58527200	58599900	48524900	56553100	53398400	70925700	76026400	78169400	69002400	62379800	80660900	67284400	71327300	60358900	58528700	54630500	70344100	54208000	60381300	58126000	59101900	62826200	60099800	189878	180960	203482	158955	224969	180035	174631	183743	202084	127598	215065	185968	114222	182593	186363	204117	203068	137623	134554	202244	194499	146386	185735	10605100	11719800	13214500	12702100	14206900	13437600	13830100	15822900	14302400	13982800	14418400	13654200	12664800	13358500	12692200	13882100	15919100	13953300	13607700	14903600	13241100	12968400	13326400	4850170	6624810	5143490	6442110	6409790	4735750	6769890	6691100	6410110	4728260	5153550	5464650	5556340	5165970	4961880	5441640	5011690	5211810	5530300	5264180	6217290	5975320	5355190	5182660	2671690	2946990	3328420	2572500	2387890	3193030	3092100	2897860	3490630	3102140	3249010	2617500	2476540	2972210	2495810	2365170	2561770	2379430	2397370	2578800	2642530	2671140	2539260	2804870
P0AAV6	15054700	15740000	3679140	2783680	9294870	10495500	32709500	18945600	18266300	16709700	16303300	11941300	16581200	10177200	3278430	6815010	3745280	4363980	5996080	4965460	4519140	2607690	3802980	3088340	173881	293101	235609	325929	322546	235013	274606	264046	344235	249527	285998	210262	47907.7	72371.1	54836	97528.3	76987.8	84356.4	88075.9	50173.3	78937.3	101868	79334.3	38112000	29609900	22891600	44121400	16165700	32340300	48356200	13052800	43270900	38185100	35931100	7647990	7876800	7001800	6608010	8546910	5516080	8334790	6156080	6584290	5117760	5419750	7547660	2840640	5085390	4257590	5230700	4986860	3007610	4609910	6784080	5507070	3164700	1162270	1029940	1052560	1101980	1107920	1234000	1551540	1090320	1018560	738971	4727830	5727640	943004	1433140	186531	846284	1080640	119611	794959	1639540	1016950	965064	1332130	1274130	1390470	805211	869609	1062420	239779	191135	267867	213856	212066	219868	181688	162765	182728	159157
P76222	4069550	3165060	6029320	5472740	4635810	4740600	3316120	4251510	3433710	3519130	4045040	2751820	3420410	3634010	5813060	5803050	4905640	6588120	4820890	5568450	5949200	6690000	5008340	6851800	12893.1	8434.82	15388.6	12432.6	12695.8	9884.45	8213.35	11433.4	16623.8	10990.1	14985.4	11204.7	25670.1	20573	37217.1	15558.3	25363.7	26159.5	44854.3	23995.7	17865.2	29418.8	27045.6	1050100	926699	941036	950690	1738530	1263300	867391	1486840	1076310	1143930	976085	2345810	1520600	1785390	1712920	1692710	1914500	1777700	1806710	1994160	2212560	1916090	1696210	1806610	1489540	1444640	1709550	1820450	1946380	1507900	1898130	1551700	1951970	2262960	1841570	2442160	2040490	2228720	2337640	2394470	1945860	2388310	2415850	1663150	1778920	2503670	2628760	242630	157480	97372.9	205311	153059	113094	74595.1	174699	124076	98354	141647	141211	164292	183489	212915	196076	207441	187706	196343	231792	252550	214778	211679	187365
P75915	29884600	23957900	31559400	25504500	31436800	27859600	25561200	30511600	30101600	28420800	28004200	45179000	29381500	27760800	33620400	37344100	32360500	35310800	33488500	31864200	31691700	32446200	31018200	31015500	132197	131406	139001	135959	147031	142079	107283	117105	115719	106001	139169	154578	104271	167922	183426	137879	148403	83552	75656.6	139493	171145	125674	132506	28871500	20978500	22040600	15018300	25479900	22888800	23373100	22234700	24764600	22370500	19840900	30963800	27667500	27244200	19952700	22821000	19432400	24194100	25167200	27188900	24070600	23649200	23010000	6754550	6543530	7904020	6298910	6517290	7036090	6547670	5553190	5420670	6900140	7111420	7762800	7511050	6741220	7350060	7538840	6467490	7161130	7380400	6742800	6870610	5870070	7003620	6613120	4077400	4231610	4068440	4378030	4123760	4003540	3949510	4365830	4042180	3912040	4081270	4138920	4169900	3956870	4449660	4397260	4627700	4639170	4286750	4468880	4378150	4189890	4256680	4188290
P39337	4504180	4047790	4101230	3689390	5610520	4806540	4289570	4387740	3998520	4818740	4857480	5597740	4771070	4397820	4119520	4888210	4292890	3832360	4755200	3964010	4356540	4301930	3759960	4344180	82082.6	87868.3	106815	74889.7	113875	94833.8	60267.3	89653.6	87445.8	29525.6	92481.4	111800	31103.3	108408	85034.6	102812	94711.3	35776.1	34502	77142.9	78341	63748.6	73493	5826290	4981220	4544800	3963360	4484180	4315760	4455030	3859530	4823300	4260920	4304740	4178390	3631700	3656400	3079210	3044220	2901830	3565770	3395170	3799910	3742250	3530240	3518830	1678930	1401140	1703970	1474840	1458580	1616500	1380940	1501950	1454520	1670660	1473920	1528760	1724990	1465620	1489890	1637080	1481200	1504310	1599300	1421810	1492170	1553170	1417020	1412240	568451	647941	641019	605206	700322	601938	598991	588864	588935	647642	635322	582070	708425	660509	606050	568985	632532	567179	571675	611839	627155	575670	596665	589230
P39161	1965800	2527290	2299600	2268060	2263700	2553200	2186520	1777070	1521180	1766570	2270320	2219280	2341990	1719920	2102240	2142000	2159440	1332380	2179870	2130580	2178860	2233660	1893880	1886190	20233.8	21706.6	25741.2	24880.9	29300.7	22073.2	19528.8	26068.4	21197.6	22190.8	27910	17526.7	19654	28207.9	21156.2	20579.7	24622.5	23288.5	18652	20891.4	17090.7	21567.6	19614.6	1546860	1306900	1159970	1662910	1166000	1316130	1412130	712082	1460800	1361060	1318060	789461	1019730	950017	833289	935260	797821	1047300	983104	951988	621774	926263	1057450	914470	923422	998978	920744	929495	910422	877929	903483	883874	895054	838947	831700	951293	801445	861113	885175	807016	804441	824615	875608	925235	950770	808871	814093	406450	379467	382777	362904	538346	304505	398342	366937	408325	324791	320644	438567	402392	353097	419610	458195	434039	398656	380746	399475	470703	399126	397468	499171
P09099	2486290	1967500	1791250	1741170	2414680	2316320	2392540	2692880	2840330	2725150	2281380	1854150	2658450	2682460	2117230	2217770	2126080	2393440	1953320	1970900	2070570	1990280	1925890	1854770	30520	36010.1	32388.6	34424.1	31108.6	33456.6	42550.4	36288.2	32866.1	46047.5	36272.3	40266.3	28623.6	27348.7	32673.6	34194.7	28651.6	20151.1	30993.9	27320.8	26381.9	19477.9	26135.3	1266210	1193950	1443150	1068450	1427650	1227280	1169030	1717060	1222950	1280740	1238430	984713	1162720	1245700	1223570	1148550	1175550	1143710	1207680	1173470	1130670	1176180	1147920	2947370	2631230	2376060	2710690	2551800	2728930	2572530	2770020	2796320	2757600	2155410	2124050	1938230	2125930	2138840	2028390	2118920	1939170	2073290	2014170	2525250	2582810	2163550	2327540	1531970	2127300	2689220	1849260	2305720	2594770	2132140	2045440	2275240	2398120	2453270	2634520	2444050	2351520	1962550	1475000	2004960	1866430	2295900	2111200	1953980	1354690	1887760	1786090
P27296	480549	615687	273430	480584	400180	424370	455086	369157	328650	319802	389319	NA	461080	200112	315466	297889	271157	173476	385665	309608	262506	387384	354454	394759	7387.71	7990.1	10146	9570.61	8454.74	8818.36	11121.4	6413.05	9013.87	7480.39	8882.79	9306.94	9698.54	10499.6	8869.69	7649.79	5951.14	9738.12	6543.9	7280.68	7636.65	10534.4	7030.21	253349	301949	293065	224383	331781	237992	192825	315454	227621	274976	264237	221476	258085	247712	208448	203842	242696	269450	249099	228406	230203	221794	233106	6528700	5560900	5346770	5881020	5159410	6788590	4647830	4942500	5207930	5979660	4834370	4060730	4327270	5263630	4625070	4080120	5120110	3973000	4762110	5164940	6045010	5918110	4759560	5235730	3398250	2275440	2355620	3052100	3703390	2761170	3406370	2561650	2868080	2462020	2713050	3570650	2708170	2714720	3019720	2792160	3145000	2916960	3315180	2394520	2820750	2425050	3484150	3076630
P0ABS8	3897180	2590250	4023590	2837630	4697460	3085950	4075570	2611050	5140820	2450980	3773900	6328330	3865340	3094090	4066000	4558780	3481490	4399950	4073830	3507250	4175420	3641080	3608420	4440940	58226.6	25503.2	64934.4	33146.7	50923.5	39975.5	26162.8	42885.7	35611.1	22995.8	71592.2	60290.7	24384.3	61839.8	62435.8	41037.3	91356.3	20125.5	10583.2	38688.4	41349.9	38747.6	35749.1	7202010	6265320	4868830	6537340	4670780	5080740	6065230	2993360	5814780	4760130	4702300	4298610	4680590	4295520	3626950	4312380	2655940	3461770	4591430	5161220	4527900	3578490	3864510	2207140	2260970	2981320	2541000	2276320	2431740	2452080	2427170	2488070	2414070	2587060	2781520	2708630	2422310	2763070	2814190	2707300	2693130	2875800	2413420	2060110	2116390	2430870	2546510	664533	818974	685732	697661	762121	835725	759617	749641	802846	778659	767964	680964	760339	757673	753375	828906	813381	749267	743680	743344	725273	697454	714452	761520
P0AB28	94370700	79178000	96443300	74917500	89191500	70045700	77401800	80362100	91377100	83862900	86854200	145724000	94240600	76546200	100709000	97867800	93090000	97295300	91805100	89421500	92671500	91246400	94941200	88396800	240566	266513	226760	229240	261493	250242	264542	245093	273531	257288	222959	283717	207874	228761	245931	239801	270534	218991	166745	234860	213201	262308	293865	28480300	26217600	24029600	26188500	21325700	26228600	26515600	17097000	28501100	26100800	23045800	24428600	18555500	18276600	18084300	17661000	13903200	19107800	19613700	20486800	21415000	18509800	19104700	17911500	17567200	20750500	18634500	18507900	19160700	19173200	18527600	17614400	18167100	17801400	18546500	18795800	18369100	19859400	19325300	17039800	18533300	18552300	17687500	16975900	18880300	18112000	18490700	3027220	3884370	3776010	3025620	3634530	4056290	3420580	3970050	3886370	3954360	3745200	3349360	3647130	3766310	3244940	3301600	3434540	3100590	3050260	3085750	3195850	3125700	3027310	3139870
P64499	759657	NA	2277300	1796900	576643	147811	705685	324073	320430	353384	391188	953818	304241	372996	2070650	2352110	1645790	2619260	1969950	2182600	1914750	2061630	2100880	2048280	2082.78	2744.61	2336.11	4639.9	3858.7	NA	3540.81	2166.39	1543.83	1955.73	2010.81	2315.32	14967.1	8926.05	12079.7	10145.2	7565.4	9729.27	6719.31	11085.8	9776.98	9236.7	11597	420429	680630	378984	343848	296804	188895	NA	282165	860534	157996	NA	1440890	927736	1270440	1931650	1533930	1672660	1334370	1535720	1280160	894879	1501680	1529730	277149	241501	224462	202134	247107	272320	223454	200917	279101	226861	1202950	1290170	1031840	1182020	1195270	1127900	1090650	999419	1127380	1133380	214509	177365	1086940	1045250	248695	80299	NA	212388	47462.7	71804.2	52122.4	61480.4	58288.8	58796.4	52050.3	103670	56325.2	54182.3	306797	301623	252981	255929	239090	228914	286362	284200	278027	286900
P0AEM0	11120900	7415220	10048900	7721490	13776300	11831600	11832300	11916900	14550700	12020600	11272100	17603700	11315500	10506900	10770400	11025600	9815240	9973310	10274200	9076590	8151310	7746950	10387900	8389320	274933	403042	300821	444152	376283	291010	458786	311821	286580	408671	384886	358021	367802	330881	310383	305652	309115	357552	342853	245479	278085	402589	333535	12390000	10262100	9469300	12267700	7685550	11483500	13031300	5041550	11646200	11215400	10902900	3493500	4173950	5752900	5806770	6930250	4950210	6060230	5721350	5472750	4531060	5808100	7364750	2961050	3006660	3987320	3264410	3742460	3455980	3269930	3297590	3052860	3100020	2503640	2279910	2938560	2517070	2632950	2592410	2474340	2229930	2652190	2224640	2881510	3277170	2297830	2444610	560419	746888	732169	518833	708292	732772	722940	765289	710985	800019	740467	667233	685986	691046	579432	574159	613499	538653	522713	567837	618525	548990	542409	553181
