rowname	CVT09_QC2_LabE_024	CVT09_QC3_LabE_025	CVT09_s3_002	CVT09_s10_003	CVT09_s13_004	CVT09_s16_005	CVT09_s28_007	CVT09_s31_008	CVT09_s36_009	CVT09_s50_011	CVT09_s59_013	CVT09_s61_014	CVT09_s73_016	CVT09_s77_017	CVT09_s84_018
P22106	5250380	4994690	5065630	4466470	5119220	4978640	4595050	4627860	5618180	4937270	7280160	6914620	7242230	6836020	6890430
P75683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A8R7	527050	494504	564210	460229	536754	481196	525399	507093	519935	510288	489313	496054	501066	499740	495339
P77536	1682110	1549860	2103180	1139010	1671520	1827970	1202030	1187260	1904370	1513440	420050	300479	220278	340056	368183
P0A9I3	547823	489103	575772	436433	559109	523780	495656	494713	461314	509716	616371	636653	597862	545211	573754
P00562	2262380	2151120	2677700	1887460	2243980	2265920	1944740	1952220	2492110	2077100	3214740	3331400	3363790	3182680	3352280
P17802	NA	84844.4	NA	NA	107204	NA	100258	142480	174183	NA	NA	463757	178149	NA	NA
P0ACK8	579496	511784	632529	602825	469021	643517	586327	616418	642298	643232	266566	236883	240215	239714	372364
P37626	3996540	4075030	4539870	2791650	4203490	3804150	3227830	3313240	4572610	3549180	2934690	2090530	2395360	2552390	2489450
P76573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AE08	114882000	112245000	118004000	119775000	121237000	109185000	107270000	111024000	123609000	105221000	97738400	89036800	90160500	96421300	86514800
P0AEI1	2444460	2372460	2459320	2072250	2490680	2171250	2077560	2081830	2635090	2186840	3139530	3109380	3335160	3136430	3276210
P13029	5995420	5907460	5396820	5031530	5967560	5853950	5459240	5994910	7172570	6118750	5713940	5866140	7281320	5929590	6362080
P0AC86	3435100	3351920	3924230	2248420	3678190	3342790	2792690	2544500	3954640	3055260	3253850	3057660	3582930	3487480	3466180
P37330	3352210	3260940	3294480	2923450	3408210	3113580	2921480	2872810	3484270	2753400	2116630	2218890	2189330	2175020	2112810
P75821	558273	528671	590987	532586	616533	554839	533979	561718	552847	585184	490931	436507	471785	481995	424509
P00350	31931400	32589900	33353900	28901600	33832200	30293500	27916900	29908200	34872300	30174500	39028200	36635100	38160400	37784100	36624600
P0A7E5	6211400	6072420	5887130	5625550	6484560	6017140	5695550	5681430	6484760	5864160	7355470	7494830	7582840	6995230	6823240
P0AG00	1356330	1412550	1362500	1387120	1388840	1337270	1449790	1456980	1332330	1362240	1359290	1425420	1348660	1310910	1274470
P0AFD1	3928040	4054570	3985630	4094970	3914140	3943080	3920130	3854370	3925360	3556040	2432550	2392320	2372220	2420450	2222140
P17443	4250170	4209550	4061690	3979170	4353060	4240910	4323830	4183750	4202700	4156910	4054570	4023850	3862010	3988330	3871170
P0ABZ1	783220	1054630	852631	1091300	1106810	1313880	1104230	1147770	513687	1144420	363688	234874	NA	766901	NA
P63389	634410	587946	634762	554307	628692	616311	595041	586344	637112	618945	781907	791012	767375	753820	785920
P0A9B6	787267	756593	731662	723195	792829	774852	776691	691238	782440	748053	1144720	1078370	1110610	1151140	1195290
P69228	2502590	2430630	2581190	2610540	2380630	2554200	2461910	2445180	2247850	2605660	2580680	2518190	2399150	2578050	2543430
P32703	531051	525530	582460	436765	552517	558152	484327	502972	579425	480380	561078	536113	576327	496040	550003
P60240	3041020	2866260	3049770	2763230	3220090	3089300	2980730	2850850	3212410	2963580	3721090	3870680	4063590	3827200	3826530
P0ABF4	831842	813789	926428	855449	835440	1003460	791247	804947	755899	870582	473613	441275	356399	359427	458364
P0ABA6	16292700	16252600	16916700	15346900	17453200	15365600	15498300	15433600	17812400	15192300	12892200	12562800	12796600	13036400	13108100
P0A955	16625200	16968900	17196600	15341900	17773500	15679600	15473400	15477200	18293800	15818600	18687200	17807500	18284600	17866800	17858400
P0A9S1	3415860	3265890	4684700	2092830	3729290	3386580	2286290	2350920	4129790	2634970	842628	1125750	839736	791693	895534
P00579	3711720	3481720	3811980	3232290	3912840	3726780	3586400	3550830	3990810	3650280	4169060	4010990	3964490	4084970	4071040
P20605	977939	1020960	1066310	906791	919337	1043380	914886	949394	944458	872686	789773	912749	808464	828605	843755
P0A7Z4	29673800	28630700	29601300	30072400	29504400	29682500	29959900	29828100	29410000	30838800	32082400	30818000	30850100	29940800	29409300
Q46800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27248	4443920	4503490	4647560	4070730	4407100	4294060	4058170	4113790	4647570	4371380	2254240	2252360	2324010	2466730	2263210
P31133	4298080	4746560	3565370	5241160	4508120	4232880	4867140	4694780	3913640	4407020	3278750	2836530	2895870	3055020	3085120
P0A9S7	1844750	1884420	1946680	1774150	2151280	1977130	1904820	1925370	2061310	1742160	2187200	1972880	2095190	2066310	2026310
P77611	187691	192025	193482	186872	225819	194700	206616	191764	171106	208877	328686	296782	292015	303322	293936
P25437	5222900	5126580	5174750	4650930	5569800	4969380	4731380	4875590	5265390	4944440	4289080	4248540	4464330	4732740	4581140
P05055	17394300	16797700	18062700	16919700	18336300	17071100	16730800	16846900	19161000	17376300	17768700	18789000	19350700	17756300	17814300
P56262	3184630	3246450	3127350	3566620	3307570	2857200	3464920	3186470	3029850	2940780	2068020	2003490	1842730	1952340	1889750
P0AF90	4019040	4391080	4594230	4912710	4184820	4374260	4219400	4511500	3501780	3525340	3363590	3270530	3222000	3121020	3021000
P0A6F5	51202800	51323500	49062900	50862400	51385400	52258500	51502100	52884000	50849700	53810700	43163800	41199300	40082500	43479500	41329800
P02919	4628040	4378890	4580540	4004840	4551520	4335900	4240740	4223450	4787280	4405260	3436550	3680720	3916670	3644310	3678570
P0A7B8;P0ACS7	270375	265710	340170	238465	323339	293389	272417	267085	333536	277841	275103	253855	260366	260362	272559
P0ABH9	4574600	4126270	4932590	3312500	4646570	4108700	3544030	3418910	4889030	3720240	4693750	4236170	4666420	4550720	4463200
P0ACK2	948613	889307	992742	869073	1051260	870961	880555	959589	1066340	948810	956165	860660	918736	929090	890652
P13009	4906360	4814550	4798650	4372920	4930700	4845530	4644190	4451940	5064730	4679460	6237950	6457280	6821020	6356800	6482600
P08956	1352870	1365980	1338330	1109190	1427080	1331130	1212810	1216850	1476810	1226900	922210	877336	904112	924196	931396
P0A9L8	1515160	1316670	1670380	1076650	1623540	1364890	1233460	1140880	1651770	1245810	1442010	1432800	1617570	1639950	1442260
P0C8J8	38890400	37489200	52442300	21739400	45592300	35741100	23978900	23522000	52232200	28556600	10686000	5203200	8870970	9390260	8428060
P63224	12050500	11851000	12711600	11431500	12852600	11654600	11538300	11306300	12062300	11129000	9544140	8880090	8561020	9005500	9322760
P09546	1822650	1723310	1988890	1654670	1799780	1759200	1619440	1645940	2169110	1692290	1482260	1288370	1317530	1305440	1324560
P0AEG1	1196710	1180010	1124510	1000060	1354330	1377300	1295730	1325210	1309360	1171880	345725	1104120	1011380	1157180	942856
P0A7W7	38303100	40675500	32242700	44175500	33961400	37809400	40522100	39972900	29764400	39000900	38962200	45487600	39202800	35855600	36627900
P08957	2204840	2256240	2193270	2039940	2207050	2182520	2107340	2089180	2148630	2136110	2839280	2834240	2836750	2892590	2790240
P00909	3706010	3933070	3621070	3911000	3946750	3698910	3802420	3743810	3612410	3811060	4238290	4096060	4314980	4121920	4255860
P0ABF1	4268800	4333760	4377990	3344350	4319240	4204690	3798020	3686260	4483060	3968830	5494120	5552420	5499970	5533990	5555020
P0AG80	2368410	2437530	2118780	2933310	2367240	2323590	2663220	2619820	2242140	2381940	824264	1200180	963803	1029410	1007990
P22525	825908	812346	829588	801835	789937	781764	826869	789164	729931	812527	768526	874169	837616	806180	864485
P0AF24	1695480	1735040	1792500	1352910	1888780	1789520	1507090	1545770	1826100	1502580	2139170	1945700	2003330	2091570	2191330
P75783	431708	405124	361581	516710	528116	448778	453123	481429	386465	482121	522358	519630	473765	476614	508210
P28630	301082	278814	317180	196996	286490	261665	217854	277959	355937	233309	330666	279191	329506	339092	294272
P0A867;P0A870	15167700	15803100	18995900	11408800	18432400	15207900	12709800	11900900	16237900	12710000	16660400	15626500	15941600	17608500	15774500
P04335	3004940	2767440	3040910	2342800	2917090	2802150	2551370	2516620	3007820	2557200	2558550	2609710	2659510	2765290	2835670
P05791	9859760	9098010	10280900	8228410	9461310	10863200	8678060	9081940	10113600	10580400	5154830	5558630	5789190	5282250	5516820
P0AAI9	10277400	9809390	10666200	10593800	10294300	10680000	10022700	10574100	10643100	10313800	9543130	10244600	9694760	9648710	9384990
P24186	2834110	2818190	3151470	2431420	3146460	2782580	2678760	2574000	3045910	2546490	3698530	3634990	3788990	3929750	4008450
P76027	4072680	3535970	4094210	3353210	3621500	4597970	3717680	4028550	4047670	5284890	3532300	3637240	4017660	3832440	3886230
P61889	106331000	105378000	102196000	102955000	104911000	94694100	1.02e+08	95318500	103334000	88118300	44212000	35514900	36198300	40038600	34122500
P00895	5849050	5249730	6408280	4925230	5974190	5457060	5322940	5194520	6335110	5134180	7254050	6163030	7151890	6603020	6658560
P69922	536154	571262	598593	443837	544994	455021	434976	384889	605355	393289	NA	227438	134883	182534	NA
P30014	732134	723176	706517	681000	702114	688432	657454	775187	758955	719964	1009470	956097	987139	941246	972477
P0A6V1	6522700	6121980	8105330	4914200	6995500	6125360	5012940	5183580	8093620	5780320	4959790	4905620	5742080	5227850	5081320
P04995	900846	890621	936542	846949	888833	867720	850047	839276	900309	815503	766080	766879	770579	797927	797192
P76170	4313950	4560170	4621890	4527150	4015370	4498190	4108470	4272980	4234740	4143540	3412400	3924250	3640350	3666290	3521630
P76578	3409820	3348980	3225520	3072900	3310620	3111570	3073010	3124850	3350610	3330950	2041820	2063910	2156170	2089960	2029110
P69811	910056	902027	793496	1057020	807372	911301	1023840	1103290	767126	942132	2806330	2562620	2589100	2959390	2774450
P0A858	12311000	12251500	12313700	13351800	13181400	12590100	13117100	13403700	12751600	12711000	14001200	15400900	15503000	15606700	15728400
P08179	1795850	1879450	1567410	1763760	1819240	1694420	1804540	1649170	1549570	1621920	1905420	1869610	1815090	1903390	2012240
P04079	6548460	6498000	6873020	5248540	7046790	5937720	5478760	5388050	7414680	5454330	10064000	10622900	11020000	10376200	10219700
P21338	1199940	1098790	1115050	1206940	1069640	1135780	1102530	1079010	1040440	1182370	1370210	1368260	1366400	1378900	1268770
P0A8C4	3136410	2774630	3132160	3111740	2753760	3108740	3075610	3037450	2488080	2702510	2725670	2792630	2589030	2779840	2845110
P33362	3564010	3774870	3147110	4423150	3567710	3774950	4426000	4152630	2937520	4034900	2505800	2858320	2347850	2526670	2727120
P0ABF6	2124630	2111820	2099680	2091840	2046390	2029270	2076560	2060320	2143410	2134760	1812920	1751540	1802570	1731150	1649660
P0AFB1	1780380	1903840	1631080	1588880	1768940	1811480	1891510	1661330	1874310	1704040	1617400	1656460	1670560	1621190	1678780
P0AEQ3	20564200	22132200	20205000	22781600	20810300	20425400	21713100	21331300	20903200	18719000	11141300	10879900	10448500	11139100	10789200
P33602	5537420	5602260	5721710	5239450	5920080	5286090	5407100	5197160	6183500	5077760	4048040	3803310	4298440	3979770	3733300
P07395	12673800	12263300	12514200	11426400	12816300	12540800	11938200	11976800	13186800	12462700	14524000	15606300	15425300	14856500	15477800
P0AFM6	3679170	3697020	3771810	4050270	3261790	3673810	3725380	3912800	3081370	3780780	2723210	2875350	2692540	2588120	2612960
P31663	5071200	4805670	5288650	4662080	5072310	4924180	4911380	4534540	4775410	4636550	3825730	3739920	3712800	3928700	3976480
P0AEH5	18521800	19771000	16189000	21602900	19817500	20073000	23052300	23610500	17768800	22237000	15632900	17490600	14481000	15182500	16422500
P30870	1644030	1734150	1821030	1472730	1725380	1730590	1520700	1600580	1736950	1640030	1493610	1355850	1419130	1470430	1406780
P52647	1710010	1743910	1722650	1801850	1707170	1726060	1765310	1725900	1774340	1730770	2083170	2311660	2552890	2226330	2340210
P77757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A9C5	32833800	32150100	31963800	31778200	32990800	31310900	31633300	32409100	34912400	30512000	36564100	36423400	39208400	36349200	36019400
P03004	1563340	1525200	1567490	1322790	1519340	1439370	1418050	1421430	1498460	1420240	1509780	1538940	1506050	1479110	1535310
P0A799	109572000	107859000	101629000	106525000	109474000	100922000	109203000	106236000	106512000	103484000	147525000	156801000	155952000	158481000	159385000
P77504	3563840	3476970	2995910	3027540	3209560	3604790	3143410	3302430	3342540	3328550	2381760	2587580	2527080	2335370	2393780
P33643	1415460	1285550	1311290	1330270	1277590	1367100	1295110	1341270	1331350	1343260	1357110	1567870	1461610	1502540	1581600
P21179	25149700	25872200	20912900	31789200	25579000	24047000	31875000	30871700	21289600	28897700	15681000	18912100	17321100	16037800	16768900
P76192	213866	191081	206786	134327	185113	177934	103308	124531	209450	112573	144632	72976.9	85744.5	118628	94434.8
P77444	1497200	1601240	1261530	1602300	1716020	1608180	1565570	1526160	1301580	1460740	1435620	1364120	1125140	1460900	1306890
P00962	4905140	4614700	5072670	4228770	4955200	4754870	4434880	4464030	5234940	4631660	5661320	5837330	6080190	5576690	5656310
P0ACP7	4144930	3714770	4433830	3341480	4032750	3973510	3479830	3547930	4276570	3806010	3811240	3431440	3505810	3681590	3592670
P23893	7726730	7199910	7403090	6899750	7626520	7208950	7561620	7361460	7458650	6866960	7874420	7990480	8065200	7959240	7764060
P76176	333797	338483	293880	305313	387627	407028	342551	402344	336546	312846	334553	361791	391475	362451	312757
P33360	690882	680784	625936	682605	719257	684948	818558	758362	492344	729434	790832	784382	703330	746535	734590
P26612	1040540	994246	876784	1215810	1061190	1063410	1167910	1074970	907668	1112740	715722	984368	967002	837526	739051
P37634	959873	952395	996873	979531	962427	966944	933304	1039130	952000	929016	1324150	1226910	1282040	1157920	1279550
P0ACG1	8193000	8174060	8483430	8305880	7915570	8589810	7992460	8139630	7827760	7092190	14638700	13618000	12851500	14582900	13753000
P15640	4936170	4978770	4400510	5275000	5101950	4673860	4956870	5061380	4628910	4699340	5240880	5566800	5371320	5262930	5235120
P0ABQ2	1796750	1488420	2203440	1563380	1630070	1777870	1497980	1388820	1859650	1401490	1347880	1330010	1250910	1388040	1077240
P77434	2251420	2259990	2384700	2053400	2515130	2048930	1954570	2149320	2423970	2174950	2620660	2429420	2582990	2673920	2605430
P25516	16996200	16931500	15757300	16221400	16502100	14439800	17008100	16438500	17688400	14924900	6281110	6404540	6505870	6149190	5917760
P55138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06612	2871660	2839570	2752070	2795050	2806080	2830050	2832680	2870440	2941560	2882620	2700750	2999030	3039010	2819640	2786130
P0AAN5	1340100	1485660	1358460	2322260	1406750	1570670	1997460	1763310	1202760	1690400	931971	1120170	905489	843618	947991
P30125	22815600	21345500	24252100	19634600	21838300	22243000	20851600	20209300	21655900	20946800	31185000	30423700	29665400	30858200	30958100
P0ADA5	5100770	5255470	5031770	4322690	5704520	5243200	4842970	4879410	5091340	5067270	5017480	4825640	4532790	4954040	4982870
P06983	2746000	2761840	2729250	2811600	2681150	2877590	2771720	2903900	2608960	2722270	2075310	2288420	2092100	2241110	2168480
P0A7V3	68676400	63449100	78901700	50349800	77329000	67146200	59063400	57334900	79620000	59367000	101986000	97897900	101502000	98338000	97638200
P0A7F6	2293020	2108420	2322130	2415130	2248770	2205950	2279410	2297970	2050760	2435330	2542900	2728250	2745410	2458780	2561650
P05459	3736060	3677500	3824310	3308240	3814180	3697020	3602350	3513820	3813930	3359040	3844720	3663520	3626030	3768960	3808430
P25535	917963	846058	850265	664228	907780	889050	783983	792927	876793	834423	898777	878998	967398	927361	941693
P0A6F3	3459350	3359090	3700960	2604100	3714900	3148200	3008000	2699460	4218270	2853860	852183	978494	887332	926153	935705
P25522	2188900	2107170	2104480	2046170	2092030	2162600	2264360	2158940	1998280	2092650	1821880	1958060	1798570	1859840	1794240
P67660	758411	686417	702671	542493	838741	749601	613640	730465	699932	689770	838708	853182	767746	860083	784621
P0A8V2	32310000	30808200	31740700	30547800	32849200	31127300	31552800	31336500	34667700	31813400	34450200	35596400	37557900	34299300	33933300
P37645	3183750	3169490	2832190	3793570	3220190	3310160	3631390	3666810	3015280	3478700	1922210	2291920	2354390	2065520	2089360
P31120	5849690	5458760	5826250	5283740	5745520	5794080	5434780	5489800	5745410	5626560	4518500	4810740	5016880	4743820	4571350
P0A894	1781000	1474600	1764650	1396540	1692380	1601600	1527920	1463350	1716900	1573800	1815080	1626560	1632390	1683690	1621150
P0A7A7	7312380	7140370	8280280	5367450	8265110	7471600	6696370	6205400	8166280	6202770	8017640	7895490	8139840	8249540	8169720
P31142	6673700	6972920	6872270	6696210	6884580	6493720	6515340	6725410	6940760	6387470	2957540	3032690	2990560	2955160	2933800
P77338	467893	487984	482892	449430	482116	478545	472596	465791	420579	459988	496564	469105	454556	509910	531070
P00864	10960400	10282200	11415500	8398770	11228200	10539900	9161680	9395030	11971500	9703870	25444700	24622500	27473800	27223900	26143500
P0A8A0	8089530	8035950	8261610	7861310	7405530	8266900	7876610	7813870	7236460	7936490	7941280	8089000	7491980	7358360	7069950
P29745	3214970	3014890	3512950	3054050	3319640	3283120	3016460	3134060	3356690	3323770	3482850	3406180	3784740	3546220	3476260
P0A887	2898420	2941840	2967940	2754300	2901610	2926850	2898810	2859090	2941930	2975800	2680610	2749110	2754940	2758870	2831110
P24215	2255300	2449770	2163270	2615740	2573690	2649790	2921250	2633320	2249010	2482020	1630050	1603670	1410410	1545260	1388950
P37615	644891	640722	796938	707037	656929	663809	680360	716309	599971	606672	612611	594814	580223	618846	553260
P0AC23	997226	1091700	790314	1073060	1181640	1294040	1297400	1308690	987544	1528670	558489	767144	692533	694833	881758
P0A6V8	3048580	2887700	3475800	2321210	3153500	2736500	2720640	2480300	3211090	2669940	3086200	3318570	3356300	3469580	3470660
P22255	3950110	3695300	3744870	4337340	3560880	3914470	4242640	4282210	3499080	4129970	2526660	3259610	2780390	2769640	2805120
