rowname	20230516_EPL1_LiSc_SA_S610_RT_25_s2	20230516_EPL1_LiSc_SA_S610_RT_26_s9	20230516_EPL1_LiSc_SA_S610_RT_29_s24	20230516_EPL1_LiSc_SA_S610_RT_33_s44	20230516_EPL1_LiSc_SA_S610_RT_35_s51	20230516_EPL1_LiSc_SA_S610_RT_36_s56	20230516_EPL1_LiSc_SA_S610_RT_38_s68	20230516_EPL1_LiSc_SA_S610_RT_39_s72	20230516_EPL1_LiSc_SA_S610_RT_41_s81	20230516_EPL1_LiSc_SA_S610_RT_42_s89	20230516_EPL1_LiSc_SA_S610_RT_43_s92	20230516_EPL1_LiSc_SA_S610_RT_44_s96	20230516_EPL1_LiSc_SA_S610_RT_46_QC2_LabD	20230516_EPL1_LiSc_SA_S610_RT_47_QC3_LabD	20230516_EPL1_LiSc_SA_S610_RT_48_QC4_LabD
P0A7M6	52155200	50684000	51478400	56893700	68926300	74730400	67256300	77831800	72904400	76740600	80205200	71659100	55246900	77743200	81793800
P64506	4886120	4823280	5346860	5543710	6069810	5956660	5141590	5475740	5878490	5350360	5828680	5538840	5266710	5501320	5895720
P0AGH1	621935	623152	684819	611525	407491	441437	405010	307786	358748	415440	320853	438920	652563	470700	348417
P0AC92;P77695	4566970	5227230	5026970	5674230	5206900	5328270	4701850	5296550	5642520	5050960	5793380	5208440	6028560	5319490	4638120
P07013	934414	865801	915222	952537	1033080	1013340	1082250	1059410	973206	986713	1114150	997802	1052740	980603	1090210
P77335	1593370	1392640	1581710	1682020	1541160	1665860	1399910	1794050	1827970	1807770	2096330	2050580	1624410	1842830	1739290
P02920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0A752	1395660	1272460	1317290	1173730	1396400	1346040	1258600	1231000	1129040	1301170	1343370	1298090	1210030	1209800	1205220
P77295	345100	292340	268266	231449	330861	266514	363877	274431	295156	295602	343695	282202	246528	273601	309835
P21189	867368	864868	897031	905886	727337	759785	721630	774546	705277	839242	760766	812370	878852	789579	741269
P36566	721941	730144	692901	664822	689698	686566	801686	636569	665515	651650	639018	740197	646990	707796	649509
P67601	60104.5	40263.9	49391.2	55843.4	NA	34963.9	42184.4	39852.1	39601.9	28878.9	35156.7	48091.1	28152.9	53534.2	36910.4
P0AC44	531802	516049	485914	565860	350657	260343	NA	213541	NA	370942	NA	413279	391745	NA	NA
P0ACX3	19796400	18798700	18567300	18706800	15478200	16261400	12996700	14710800	14561100	14543000	14756300	13869100	18533600	14709700	13591800
P23200	541950	605113	697577	707132	NA	NA	NA	NA	NA	NA	NA	NA	307070	NA	NA
P0ABQ4	3892560	4708730	4621810	4440680	3700660	4155910	3624220	4070720	4039450	3401080	3553900	3590930	4100300	3407230	3764390
P46139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46022	244503	273779	260742	255312	180033	174557	179205	172396	192544	194638	179447	191237	240403	172967	164100
P16528	266669	304189	283345	270878	386741	364491	382180	345205	335656	326973	338610	328373	254110	334949	348304
P27245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAC4	5607200	5854400	6028740	6292700	4297040	4595390	4263470	4228880	4125300	4122670	3485930	4350910	4534770	4856030	4619110
P31434	205882	216893	191213	230466	197886	195496	266605	224593	243040	231238	323919	246828	294051	283147	318108
Q2M7X4	935056	1005960	1046580	1108150	712749	708622	647511	774530	757710	817904	763513	705820	955712	685641	717839
P08190	459433	813570	1608370	1327870	734752	1018640	853474	1043260	842216	801498	511459	632185	1278570	597986	769514
P23485	152881	330839	387071	349914	803962	860585	797996	767435	767259	792115	726646	676102	284655	498112	787007
P69423	97036.8	110212	118939	109588	159126	157316	189083	199146	162018	130380	155963	175626	113205	174991	151503
P0AER3	537189	663408	720904	551761	852980	437804	297087	312610	440751	310029	321436	508489	467023	453121	416194
P0AB96	602733	579807	564955	678242	654538	672337	610362	762296	630059	697832	680302	655180	584217	597755	592217
P0AE28	1804760	1942140	2076800	2213930	1256160	1246070	1280050	1322060	1351490	1096890	1269710	1240430	2038440	1254730	1254090
P75937	211968	553168	572900	442916	128347	85472.4	126907	111444	171668	24895.7	NA	177626	355510	165508	147876
P75946	827697	921688	930934	814048	916495	814493	962084	808506	902220	852063	842767	834482	1020470	711067	844209
P76340	536441	589575	602268	547744	655108	611213	612304	579893	665668	604779	593775	594870	587712	577657	524671
P0A924	1031640	1126600	1099180	1030060	757558	825023	818523	793759	723670	844348	650605	745379	913108	769546	907338
P0AA99	398446	361284	472737	432615	896736	936740	764085	856422	783685	869317	791130	797482	219850	527978	593872
P76483	836493	602510	586511	460447	370490	344546	352198	441297	386141	384683	406713	381006	522805	386087	372258
P23843;Q46863	2490040	1507500	2374250	2146580	1833330	1878470	1567070	1209890	1081580	1546800	1560700	2090940	1442790	2220550	1528180
P0DPO3	1066110	983105	1348890	2183190	825768	906879	534398	673407	667998	572795	597957	600859	885353	636893	455812
P0AA37	941902	894265	932060	875276	995857	994087	976874	975785	927504	1013290	948677	970008	882838	945990	950941
P0ADC8	324876	290416	256467	238211	NA	NA	NA	NA	NA	NA	NA	NA	279418	NA	NA
O32583	435082	920351	726292	801994	492666	443008	603187	504124	495853	454312	545997	386387	773106	395786	475148
P04816;P0AD96	45315000	64849700	56506800	58273000	53379500	57887000	47841200	60323700	53836300	52799000	53766800	45989100	58400500	46960400	50900900
P32685	680275	702285	740119	754928	773118	786751	748758	885298	853136	808488	896219	851713	761008	901001	862111
P38035	NA	NA	NA	NA	296789	313494	NA	299400	294906	270538	305061	276489	NA	300293	304777
P39386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AE60	2027980	1690090	2087460	2222310	2299430	2407520	1836880	2253000	2130840	2134130	2309810	2093910	1939610	2187490	2043190
P0AD07	1540420	1678860	1606380	1830790	1979240	1854980	1809930	1967850	1852070	1786330	1865860	1870550	1665490	1937730	1940570
P75672	408784	428338	419689	432523	362570	355787	491945	404479	412017	421674	359437	377790	498762	348682	358238
P09099	2916970	2709580	2597020	2768400	2248300	2116130	2191010	2094880	2182690	2061050	2098500	2101770	2689440	2224030	2378160
P25748	364458	389456	354168	356514	321974	281481	321239	184450	314126	279016	295997	299775	388863	219602	140119
P0AFE4	865718	958390	1043650	980437	647263	664189	686667	673218	543924	637490	571913	633094	890712	705554	552823
P76076	546802	576159	575841	623709	577808	579479	576386	657818	643976	591640	655337	540529	575528	587416	668754
P0CF66;P0CF67;P0CF68;P0CF69;P0CF70	975520	923098	1084210	1050920	1290930	1155490	1007330	1284670	1161580	1196530	1357090	971543	692323	1086320	1062610
P24077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39836	92243.2	99131.1	95756.8	117701	95625.7	76041.1	72309.7	85046	64904.1	81191.4	58329.6	78455.1	69811.1	75448.2	74058.6
P0AFK2	89347.3	111587	161942	123514	41534.4	35147.1	25558.5	37439.7	42366.3	29323.7	22627.1	42707	48569.4	57867.5	44264.1
A5A614	776672	635423	824731	740596	471924	576542	435762	529543	444093	436750	505514	509742	837203	533565	467394
P0AAR8	1029790	887871	728040	929343	283343	246130	255838	326615	283517	266710	297046	265543	983727	282462	318749
Q47156	1150980	1302640	1261020	1473780	1088930	1072450	1067330	1061470	1200450	1028780	1241510	1056180	1252920	970665	1162050
P0AAD6	33335.5	39286.5	48396.1	42826.6	NA	16715.2	13276.1	NA	21430	9916.17	6105.37	19207	25002.5	12007.1	22485.2
P06989	5883500	5665980	5574840	5764610	15355900	16916300	15127600	14485000	12421900	13854200	11834100	12310900	5408660	12771200	13832000
P60472	2935610	2935130	2633530	2655710	2377880	2486340	2548470	2455060	2377040	2469800	2341270	2497420	2704980	2456610	2347320
P21515	487481	469168	488240	562968	589457	604735	628868	536820	568945	642287	567105	623510	432105	752653	544300
P0A8H8	860160	910560	841594	851048	932990	969390	923046	985933	872672	940463	982497	864722	761046	905340	961807
P0ACG8	1078250	1180070	1140300	1056480	1183590	1190080	1064060	1127420	1208990	1180880	1152030	1164480	1186000	1108730	1124730
P76575	1869390	2390250	1951480	2046270	1017360	915421	1642690	1120230	911733	864431	847264	745602	1593230	766251	1009040
P45771	2756030	2203240	2049080	2352630	1492580	1603380	1725300	1542380	1370970	1518670	1546170	1536170	1961650	1402780	1393890
P39405	NA	NA	1399050	NA	2822620	2617860	2206780	2708430	2413160	2582070	3095240	2619460	NA	NA	NA
Q46927	1736640	1724900	1728470	1681310	1879210	1789390	1880490	1861010	1768000	1844330	1770560	1704180	1600140	1946040	1913060
P45769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09163	430290	440639	439040	373782	383005	369336	398772	385777	386245	347559	400444	382426	426049	365013	393464
Q2MB16	1413810	1545480	1477020	1482610	1307760	1545530	1368430	1275640	1419590	1222130	1269030	1346130	1468280	1393310	1320320
P0C037	10661500	12436400	10451300	9380680	12783600	7788610	13570700	13148300	12258900	11623700	12771600	11457400	10361800	11893800	12586100
P0A8Z3	1685220	1506630	1586360	1687600	1821200	1902930	1551420	1740060	1957600	1953870	1533010	1906350	1841770	1729420	1758070
Q46834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q47689	36678.7	31566.8	20215.9	28514.2	26420.3	32345.6	21390.8	23643.9	27412.6	28089.9	17228.7	23634.3	NA	33636.4	26001.5
P64564	1156320	1691440	2481410	2462240	1123290	1004870	890742	718781	639433	892579	582552	766407	1005610	918738	984246
P0ACH8	914446	881044	774595	804109	677922	390396	318197	431795	523648	410627	727540	601196	894355	529454	730835
P0DM85	159384	271462	230476	168338	122474	165760	142971	121879	112360	131445	110170	120565	194700	140118	105768
P76194	2475800	2985990	3031120	2929290	2567050	2504070	2427480	2614230	2840940	2706510	2882110	2516950	2746970	2099130	2543250
P75811	169163	216286	204952	254762	180145	202548	457172	207493	261987	649347	257753	300360	232214	NA	143984
P0AD53	740724	1027220	955382	1004660	966427	1122000	1005130	1114100	1055720	1000660	1013220	1030770	981435	1166240	1025130
P52094	190347	242931	292182	236749	253518	242407	288456	209643	244145	254215	198877	218691	197443	281150	264686
P76221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEF0	1100030	980489	882994	882657	914088	829377	870491	866837	870194	848342	905082	937538	976071	953639	858643
P17444	281866	325838	249336	253319	325588	305855	347674	282482	300640	273980	281909	299719	277776	287922	328793
P69820	123164	139179	142699	163024	90275.3	85973.1	93147.7	95003.8	77170.4	93885.2	92024.8	96540	146465	108240	94631.4
P0A7P5	101221000	92053400	96696600	112522000	127498000	124532000	141698000	121811000	142831000	124886000	131333000	114302000	91385700	134752000	126235000
P31574	249817	165759	224238	NA	NA	98791.3	106425	125794	NA	124823	128403	103744	196656	125362	105929
P76227	1461190	2397380	2329250	2433010	777760	1017380	783303	710054	1006260	907445	743742	690245	1770860	788285	777376
P08839;P32670;P77439	7091420	9093010	9006270	8721330	30250100	27851100	26796400	28365300	32242400	30119600	33299000	28527100	8772160	29395900	28882800
P42904	1151990	1227660	1253420	1511780	758732	537319	565190	607784	701248	636122	524118	488128	1078810	618031	439853
P60782	371746	364209	396628	339294	204006	214255	259621	239821	232372	223329	209664	223093	324165	198383	225793
P43531	354593	293676	307777	327154	89067.5	76400.8	62127	62655.4	75373.8	61268.8	72217.7	72639.8	328507	62372.1	80231.2
P0AFC0	717482	718418	740147	650420	817872	777727	753378	800994	803964	829277	803484	875044	797652	749212	756222
P16701	NA	280677	258635	NA	156049	NA	188758	198315	150869	195699	158565	170092	NA	194326	151830
P39160;P77260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACF8;P0ACG1	104876000	131762000	116908000	101875000	96467000	95680200	103895000	123841000	94421000	112314000	101187000	101247000	99681300	103848000	108503000
P28634	1098270	1077500	1066400	902587	932388	889683	964905	982872	996246	881711	909042	932215	1077580	935818	888499
P05100	277365	489559	397070	398236	185009	175696	250931	190489	179000	166692	173444	150821	306597	147501	186227
P69801	1536480	1491760	NA	1978490	2321810	1937530	2094940	2766840	2680770	2094780	2163660	2637650	1875680	3345780	2568800
P0A978	524546	654982	837076	1174520	2346240	2539900	1886120	2373330	2825460	2183350	1474390	1503180	880494	2600810	2949770
P37590	1457090	1626650	1411630	1155580	917636	852206	890989	976461	857411	1033440	968753	960247	1436860	894010	923587
P0AB49	620623	589150	581700	246389	143986	145537	202830	168371	218336	176922	206161	162881	785053	162297	187132
P0AB74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0C8J8;P0C8K0	48409400	41764700	48724700	29292200	9397440	10298200	11403300	11015600	11409900	12476800	14212700	13380000	59109700	14030300	10141800
P31825	2048090	1652310	1803280	1549940	2198510	2013710	2025520	2083050	2045020	2080200	2060100	2203820	1830520	2088130	2050110
P0AFD4	597951	743236	701238	613832	343928	297694	339387	246157	226302	263824	181944	249494	367078	309524	314032
P0A7Q6	82828400	93448900	77291400	92851000	88371600	68767900	104147000	84958900	72636100	68940600	78169400	70377400	80906200	70392100	80886900
P64594	29605200	28126600	24685900	27394800	25875200	26905000	28793200	25347700	30727200	28421000	26060700	25643000	29966700	25306500	23416800
P16095;P30744	728134	492675	518794	455532	288093	404663	369075	315609	390533	394859	412536	313925	592084	445910	428846
P0AAF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P24173;Q47689	1902710	1564470	1905000	1709940	1926060	1789670	1908460	2088290	1847950	1874280	1841920	1999720	1616540	1716950	1710120
P77269	366986	376328	295238	334426	86412	NA	141185	100122	NA	174139	NA	NA	310101	93486.5	NA
P67697	858540	671088	714831	664006	595064	610827	575996	641436	728898	664286	857503	788121	790071	559210	609475
P0A8K5	5828520	4720680	5100740	5489720	4325180	4099960	4054260	4357260	4559200	3897260	4381620	4264660	5477020	4391680	4390060
P42624	1256050	971176	998819	1043210	873849	843241	877718	817448	921558	778954	777909	887404	1117860	834066	847156
P03030	381570	391460	413626	424697	312643	321702	319369	326589	315831	307479	301106	295291	411247	336022	293815
P0AFF4	186699	221285	201913	227242	47183	47528.1	55340	69601.4	NA	58593.6	49024	54212.4	168223	72127	NA
P39359	859006	771867	781105	793502	343991	370996	391786	472680	421175	459733	367276	359080	779668	466928	335456
P09373;P42632;P68066	36750500	29156400	39044000	23928400	89388400	105738000	90011600	92081700	66624900	90338600	80489800	68430000	43630300	41124900	45837100
P0A898	2873500	3052350	2844970	3102090	3117960	3402740	2770020	3185150	3185240	3287870	3198770	3198180	3081270	3285950	3266400
P76234	5096910	4607320	4561800	4204510	4342200	4322870	4693910	3821770	4374950	4280660	4156930	4395800	4875520	4789100	4344020
P0A937	1350830	1307230	1474420	1619270	749118	710000	1134250	725060	778750	990004	761851	809411	1369460	936207	673172
P00888;P0AB91	NA	NA	NA	NA	52671.6	NA	89977.4	NA	98431.3	NA	98020.3	NA	NA	NA	233481
P11072	809736	634293	605180	474561	642975	540665	577030	637322	615687	612564	759432	772872	678951	662152	694667
P36561	177341	238778	193340	304483	137345	209973	234420	161007	163027	215166	239714	158652	168946	222383	457777
P18775;P77374;P77783	2081650	1067570	1075990	933822	2113570	1960210	2452580	2398820	3227400	2659910	3306280	3438390	1062670	3062760	2717160
P04128	15673500	24190300	50747300	45903800	23597100	31121100	25216300	35637700	24398600	23370700	18109700	20210600	47837400	21972200	26406000
P76001	3253390	2909260	3567570	4011530	2125120	2337130	1684760	2388460	2054580	2064240	2409110	2036710	3459480	2000960	2065760
P0AGI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DPP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09373;P68066	188384000	229587000	257158000	173174000	277430000	304317000	297049000	259559000	332529000	313516000	339820000	285342000	187166000	303776000	314890000
P0AFN2	2152510	1746530	1945830	1778270	1420950	1348510	1551940	1357770	1451650	1197530	1387500	1399550	1605290	1404930	1306900
P12999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AEP9	282032	391393	286518	290495	372681	375243	328174	388088	307396	364543	528914	283929	300429	437985	272483
P76540	132151	113376	NA	83451.7	110300	87767.6	99630.4	120383	124556	100836	109462	NA	NA	90512.2	91489.9
P76213	174468	162818	154412	142133	195514	209856	229044	197337	221217	204733	215624	201052	144214	207987	207039
P17446	406968	377033	381907	282353	389705	368626	376839	313918	464826	432722	377204	326698	353578	405509	369722
P0AEP7	724753	1078880	1054890	1138020	648303	634503	546587	533981	572781	638720	470272	661030	947060	623843	676812
P46849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P32717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75869	26604.2	31350.6	17390.8	18154.1	21358.6	23594.6	29101.8	23337.1	17234.2	23908.7	24282.4	22202.4	27588.9	22356.5	26109.9
P0AAJ3;P0AAJ5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AE37	570788	483918	503222	596391	338807	251120	240593	308586	308728	300434	203993	236510	550408	170714	281031
P64448	1206820	1195850	1170910	1185700	1132340	1117160	1031560	1008440	1089970	967410	927195	1168300	1158710	980731	1014210
P60584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33595	264972	345396	304808	347597	324197	322272	336086	318212	319542	338938	308510	339760	317298	345942	309808
P15032	123361	131460	138384	168368	69262.9	NA	NA	NA	59101.2	NA	90867.9	73540.5	161811	48960.6	74873.6
P06864	328509	430391	511258	427834	301273	NA	328020	234696	294533	NA	344042	282483	436018	NA	399877
P75862	93562.5	64016.8	64841.9	71337.9	57701	57522.4	60846.4	64575.3	78815.9	68655.1	65799.5	60452.7	68127.1	66794	61344.3
P46187	197365	220596	193252	207671	259013	250034	316001	266082	242445	267723	255225	227677	191341	229747	232107
P38684	864221	924443	858157	861141	707113	750101	753622	765150	814009	736545	771476	746674	941659	743442	674018
P37676	188290	180550	176665	170803	NA	NA	NA	NA	NA	NA	NA	NA	178037	NA	NA
P09153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05050	329926	382477	378010	344322	309130	318498	306496	297064	314141	328004	300225	327565	333469	294703	302785
P0AB06	936071	779884	964532	876724	785429	854361	746433	741569	928863	787110	858526	730024	799959	673773	600033
P39208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75817	270060	226987	227809	221800	289389	312749	287203	277752	289964	267406	257444	283483	200253	276548	305362
P30844	298859	269144	292614	255920	253690	236399	230208	203750	228485	222579	214787	212774	300477	208479	168386
P0AAJ1;P18776	6719280	3951870	4417600	3732860	6851950	6056290	6732510	8392140	8500830	7487660	10483500	11107000	5272940	10575700	7977790
P15028	90701.5	120995	133445	133828	103120	145797	94204.5	158993	116482	113773	120710	118448	127534	114078	90477.3
P77732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37672	126744	149193	108591	125789	NA	NA	NA	NA	NA	NA	NA	NA	105453	NA	NA
P77256	273016	267688	248110	228974	205871	243294	258071	254794	279299	229172	260732	270309	270907	245902	245355
Q47537	225290	155391	221067	241849	89769.6	106348	72677.4	126396	81820.5	92966.1	81976.4	145200	242985	114802	154201
P0ADN0	406086	429476	461256	416785	456601	384883	420328	398260	380865	416105	459592	446560	367383	455154	373310
P27294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25666	479909	595500	566839	491836	701634	662108	710479	649928	676853	671266	684837	684914	623678	606760	635934
P0AGL2	53983200	55434400	51242000	54230600	40098800	36489600	27116800	32916300	33356500	31918300	32766400	29206700	45674300	29992700	31920600
P0AAY1	162550	141812	141441	81106	NA	NA	NA	NA	34466.9	NA	23060.7	NA	240538	26530.9	NA
P38134	150269	165980	133346	137713	169684	149268	167249	153735	164312	174558	148913	154526	154038	153485	142226
P43341	381699	461971	432955	400642	451243	459953	443729	483344	428753	455279	375431	429306	393096	455920	371238
P0A996	318815	255126	224859	253385	NA	NA	NA	NA	83701.8	NA	NA	NA	303498	309900	338425
P76216	499212	428397	379999	423469	174412	198087	150998	170675	172892	185434	177992	109477	425425	154400	204142
P07330	145555	172003	158297	121199	NA	43826.3	NA	NA	NA	68718.4	NA	NA	119491	NA	NA
P07026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ACH1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07000	718417	731440	712172	696089	574400	596890	628046	660512	642234	641796	597075	636806	736527	638356	547888
P56256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42597	423135	612190	608540	657743	733133	756832	759345	738848	672955	718688	755180	690101	499175	735652	754250
P76373	350840	801244	706290	703622	588499	602724	565345	536104	502051	585088	448317	601455	564619	472339	515589
P52101	384318	377946	378178	322995	357071	360376	389181	411057	397402	371900	383724	397992	380048	400835	404183
P09348	145503	475300	452790	362223	NA	NA	NA	NA	NA	NA	NA	NA	317279	NA	NA
P64474	184799	228195	243653	210084	197961	232274	216177	242656	288905	196021	236812	238991	240165	210732	256688
P37338	563134	738642	779085	667392	617958	471676	435733	494296	537366	465835	421478	467958	721648	424734	498585
P76461	284984	274716	238376	271568	203098	158330	184931	163017	183989	194223	175613	187846	264011	188023	144922
P77339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AGM5	58510.3	90555.3	49765	54537.5	217807	196974	196482	187091	187463	185411	153678	151996	85175.1	174046	224654
P76161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39346	547519	549747	491176	552537	574006	652310	562618	363630	629949	623189	616194	574057	486549	463941	550551
P77730	1303250	1393960	1305260	1519210	1176080	1211350	1318260	973728	1344710	1236110	1152100	1189830	1365530	1146590	1221230
P33934	156826	76943.9	92222.8	101252	64645.5	76338.8	66155.2	60537.7	66928.9	57586.1	82589.1	89863.8	139380	61780.8	94934.4
P75906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77357	780543	874876	824121	805831	473398	491864	455673	537413	482158	586875	537447	557445	833411	447460	615957
P75905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P76555	102779	87747.6	52671	48806.2	30165.8	NA	28803.1	NA	NA	21978.5	NA	21039.8	71105.8	NA	30629.5
P24216	553775	643698	766469	642361	NA	768441	NA	NA	NA	NA	NA	NA	411146	NA	582818
P0A8P1	750372	938605	872263	900860	926846	1015570	958892	912150	878696	1066640	903001	919574	832384	1023900	850450
P39409	93973.1	90553.4	122804	113443	109350	127399	64784.6	124919	152690	85429.9	114271	116271	76541.7	124348	135491
P07658	18232500	16978200	18680400	20000200	24662300	22558900	21971000	21297000	24731000	22143900	24288300	24543800	22987200	25908300	21768400
P24175	117232	181398	159667	157816	143468	123386	127367	132670	108210	132037	96340	85363.6	138706	101205	140105
P27862	537951	518493	513830	483945	478440	465726	521345	490800	555247	519198	512274	499855	558977	492861	434142
P24240	86686.3	88078.7	63412.9	72412.8	84168	69596.9	99026.9	64699.5	99634.4	85088.5	80771.8	88659.7	76782.2	69999.2	85778.4
P31443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77375	130499	73964.1	NA	65010	NA	NA	NA	NA	43665	NA	47018.1	NA	78633.2	NA	NA
P0AAL3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DN74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P03835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77324	33513.2	81756.8	72279.1	111680	41552.7	NA	42660.2	32549	37837.2	22366.2	30786.6	17265.4	34429.5	23693.3	45734.3
P0DSF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75839	595758	658837	653293	684659	492516	452313	548664	482270	442385	444592	472565	457715	545865	420791	463966
Q46801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0AAL6	191348	220104	164623	167183	33033.5	159523	111633	48623.6	188615	96788.2	103215	80734.5	249089	105858	83587.3
P77493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q46812	23918.5	29498.8	NA	NA	NA	78698.5	NA	56906.9	87850.7	NA	96022.2	57600.3	40422.3	46184.8	81111.9
P39304	2443920	2190030	2089590	2233800	2177630	2544360	2069950	2013910	2053180	2010030	1961420	1950270	2394890	2446240	2261170
P37678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P45541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P45565	141338	70247	115094	156869	140347	96072.8	NA	94257.5	149971	154736	NA	165538	69735.3	NA	90155.5
P77044	281738	296877	255523	224783	222356	210981	177277	199398	179602	173482	202936	191973	289635	226097	210128
P76547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P77215	193507	192788	160484	150186	NA	NA	303959	NA	NA	NA	NA	NA	207351	NA	270546
P0ACS2	349344	387115	289040	288611	357451	367094	363613	314700	363367	370638	373894	388467	312940	331380	401428
P75992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P64616	879872	719251	679081	726517	784331	807257	897074	890263	964250	953231	825977	722439	943592	820932	1045140
P77360	257262	290621	198673	221726	107982	103843	145056	102086	103859	163660	108319	125027	200022	113895	128873
P25718	126376	170484	154581	144132	149892	116579	169161	111899	121035	133011	145675	142492	133453	171056	191604
P06996;P77747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0ADD5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P75853	72612.5	116914	143155	172081	40301	54162.9	32537.3	46266.5	40100.4	40126.7	38454.4	44976.5	142938	53558.7	56020.8
P77368	1235960	1002620	1056990	1098940	828815	790028	625437	772964	763259	754338	828556	734322	1046540	769642	844437
P39367	187197	167633	155821	206957	NA	102668	132194	129996	101981	145643	NA	NA	169984	148527	184470
P77473	372976	476000	457771	440524	493304	477548	517476	478487	506586	479253	549591	492815	457459	480599	525198
P77334	114738	233865	208002	203087	283816	277610	309062	287121	286264	282893	257727	296319	190890	249424	246503
P32138	212451	185197	191067	189344	187065	244438	250274	141257	226567	167513	194278	253762	238751	155274	202347
P76085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P64627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
