"MSP"	"ERS848745"	"ERS848744"	"ERS848743"	"ERS848742"	"ERS848741"	"ERS848740"	"ERS848738"	"ERS848737"	"ERS848736"	"ERS848734"	"ERS848733"	"ERS848731"	"ERS848730"	"ERS848729"	"ERS848728"	"ERS848727"	"ERS848726"	"ERS848724"	"ERS848723"	"ERS848722"	"ERS848721"	"ERS848719"	"ERS848718"	"ERS848717"	"ERS848716"	"ERS848715"	"ERS848714"	"ERS848713"	"ERS848710"	"ERS848709"	"ERS848708"	"ERS848707"	"ERS848706"	"ERS848705"	"ERS848704"	"ERS848701"	"ERS848700"	"ERS848699"	"ERS848698"	"ERS848695"	"ERS848692"	"ERS848690"	"ERS848689"	"ERS848688"	"ERS848686"	"ERS848685"	"ERS848684"	"ERS848683"	"ERS848682"	"ERS848681"	"ERS848680"	"ERS848679"	"ERS848678"	"ERS848677"	"ERS848675"	"ERS848673"	"ERS848672"	"ERS848668"	"ERS848666"	"ERS848665"	"ERS848664"	"ERS848663"	"ERS848661"	"ERS848660"	"ERS848659"	"ERS848658"	"ERS848656"	"ERS848655"	"ERS848654"	"ERS848653"	"ERS848652"	"ERS848651"	"ERS848650"	"ERS848649"	"ERS848647"	"ERS848646"	"ERS848645"	"ERS848642"	"ERS848641"	"ERS848640"	"ERS848638"	"ERS848636"	"ERS848635"	"ERS848633"	"ERS848631"	"ERS848630"	"ERS848629"	"ERS848627"	"ERS848626"	"ERS848624"	"ERS848623"	"ERS848622"	"ERS848621"	"ERS848620"	"ERS848619"	"ERS848618"
"msp_0208"	3194	4334	471	7682	527	3564	1260	98	297	431	1217	337	325	2100	1634	2892	38	458	300	402	342	1110	856	906	2433	1050	134	4	944	468	565	566	243	401	419	626	411	1059	157	218	2090	2051	744	1328	489	247	3704	2296	762	253	347	1314	417	874	1312	1531	2012	857	445	981	150	985	963	528	2517	537	888	416	2103	413	635	1156	2321	1536	53	3101	916	882	318	896	190	824	560	7839	357	415	356	2575	262	2515	1396	212	7570	2985	120	938
"msp_0210"	0	0	0	0	0	0	0	0	0	747	0	3854	5234	0	6	11	5	0	0	0	4448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2243	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0
"msp_0213"	220	233	929	138	36	417	780	4316	202	366	1367	49	777	54	45	88	1014	5559	279	5061	1256	242	1066	497	9297	3275	502	28835	2348	394	236	88	112	157	317	110	7	615	220	143	13	154	13	543	77	226	654	4698	249	170	370	81	541	1613	47	30	652	298	961	229	364	57	960	285	57	275	73	119	2230	421	1043	291	311	7239	4528	1493	1421	826	145	465	989	788	192	1305	11550	48	157	509	830	2718	138	49	107	68	1223	7
"msp_0214"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6286	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	106536	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0215"	10	9717	65420	46	15	47	0	16	15	0	82	11	15	0	17548	6753	10	0	5153	43	0	19	12	1025	51660	238	18	8	10	8033	0	14	17	8	0	9	28151	10445	11118	14043	11	10228	27043	0	31480	0	0	5	0	0	17454	0	0	1330	0	3953	22	0	0	0	9	0	22881	0	4	2491	5853	6	47	16963	6	0	9	59517	18053	7	3969	3750	3660	0	21	11	0	0	0	0	0	0	16	0	0	2989	0	0	0	0
"msp_0223"	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	79	0	2965	9	0	0	0	11	0	0	0	39947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5962	3050	0	0	7	0	4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0
"msp_0224"	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1820	0	0	0	0	0	0	0	0	155	0	25058	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	128105	10	7	7	0	30	0	0	0	8	40239	28	0	0	12104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873	0	0	0
"msp_0225"	0	606	1587	12	0	0	898	3	1460	513	0	21	0	97	11	3027	0	6	37	0	0	0	986	0	0	294	2454	0	23	1996	243	449	393	1692	0	1083	1105	5144	4227	481	6	0	120	3034	0	16	0	0	704	42	0	650	612	0	213	364	0	742	4	413	28	2908	566	109	0	0	3	6207	0	401	0	36	0	0	0	0	2606	0	0	2034	0	0	0	0	12	1669	381	0	0	0	0	485	112	517	0	323
"msp_0227"	0	0	0	0	299	0	286	0	0	0	0	0	0	11853	2932	0	0	0	12323	0	0	2330	12	0	0	0	0	5233	111	1386	2281	2222	0	1045	1024	0	2614	3492	0	499	12399	270	243	0	8	759	2456	0	926	175	166	2390	980	0	3	6201	0	0	11	379	0	353	0	0	0	0	168	1686	0	0	138	0	1799	0	500	6	5	0	0	0	88	0	0	0	0	5	0	0	0	0	91	461	0	0	0	817
"msp_0229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	0	0	0	0	0	6	8	9	0	0	0	0	12	67601	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0230"	118	0	0	0	0	0	0	0	56	0	0	0	0	99	0	0	0	7079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	10515	0	0	0	0	0	0	7175	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
"msp_0232"	0	0	0	0	0	0	0	0	0	104	0	2640	11	0	0	0	37	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	644	0	0	0	0	0	3545	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	402	2055	0	0	0	0	0	0	0	0	0	394	101	413	976	0	0	0	0	0
"msp_0234"	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	137	0	0	0	0	0	653	0	0	474	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	14	0	7	0	0	0	0	0	1133	0	0	0	3857
"msp_0236"	5	4479	608	3711	3556	1746	3049	0	0	50	0	632	2180	0	1937	48	608	1960	193	60	14	4503	970	21367	53	1288	38	3	2400	2875	34	131	6	1678	205	9848	5128	54	1578	828	520	2502	9953	509	0	3993	3539	1474	4315	5711	290	5743	4390	6481	2675	4	5235	9331	28	4438	2166	74	4556	764	19649	42	450	201	0	5725	295	5	0	0	21	0	2381	17	1445	0	13767	1334	1120	0	533	0	91	368	1213	0	0	222	137	21	2079	0
"msp_0237"	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	14	0	0	0	0	0	0	0	15	0	0	0	0	107	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	203	194	0	0	0	0	0	1097	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
"msp_0238"	0	0	0	0	2821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0
"msp_0239"	0	19	8	0	0	0	39	1421	21	24	0	0	0	723	73	81	0	27	1555	992	0	79	0	61	0	0	0	0	17	0	0	0	0	3686	0	0	10	3796	29	70	1274	0	527	284	1395	0	39	69	14	0	0	0	0	3965	0	0	0	0	0	13	0	0	0	0	0	0	46	0	14	0	0	0	951	0	2920	0	539	5976	9	0	2836	1391	0	0	843	1608	0	0	506	0	0	27	0	0	0	2
"msp_0242"	0	0	0	696	0	10	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	153	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	589	0	19	0	0	666	0	0	0	0	0	0	0	0
"msp_0243"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1008	5	0	0	0	0	0	0	0	0	0	0	2087	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0
"msp_0244"	0	101	8	743	2417	330	58	0	52	64	0	0	229	117	19	0	0	41	1309	0	0	1536	8	56	0	0	161	0	88	87	236	8	0	92	30	0	137	64	87	49	299	1220	77	207	0	27	70	388	55	44	1666	245	43	0	214	417	79	114	0	41	391	35	22	74	0	58	25	41	87	117	0	142	180	41	350	0	17	0	16	9	0	69	100	0	375	19	124	14	0	131	0	0	1126	0	590	641
"msp_0246"	0	0	0	525	0	0	0	8165	5	0	315	0	116	0	0	0	0	0	0	0	0	300	0	11	6438	12715	0	745	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	17	875	0	0	0	0	5085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5927	0	0	0	250	0	3405	0	207	0	251	4	9021	1539	26	7	0	0	0	0	0
"msp_0247"	0	0	0	368	0	0	0	0	0	0	0	0	0	0	4130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10865	368	0	831	0	0	385	0	0	0	0	1125	0	0	0	0	1103	0	0	0	0	0	0	0	4595	0	0	0	0	0	5685	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_0249"	0	362	104	76	7	0	67	0	189	31	25	8	0	0	9	33	2070	8	616	8	129	0	22	79	0	202	74	0	0	56	172	242	56	625	31	699	128	115	76	72	26	112	0	45	99	0	0	0	134	446	14	40	157	12	0	0	1718	0	0	79	316	48	23	0	0	0	55	321	748	19	6	0	0	0	0	0	566	0	115	0	0	0	24	291	0	27	305	148	17	0	356	66	0	61	1153	15
"msp_0250"	0	0	7	17063	1495	5127	5441	0	0	0	8458	108	15680	3469	251	113	3553	0	2921	0	0	3366	14	0	0	0	621	4	9749	0	0	4	6	686	0	4	0	0	735	1550	933	2222	766	0	0	0	0	7020	2624	572	0	1477	0	0	6601	374	0	1093	11	7923	2946	0	0	0	0	0	0	16	8513	0	0	0	0	24	832	4	4	4	0	0	4105	8	6	9818	4803	820	3984	5	4	3	1178	2175	0	5	0	8
"msp_0254"	0	0	0	0	0	0	0	0	0	2564	59	68	0	0	0	0	0	6145	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	1915	0	0	0	0	0	0	0	0	0	279	0	1512	0	0	513	0	349	0	0	0	16	0	511	0	0	0	0	0	0	0	0
"msp_0258"	17286	3973	1587	2037	2021	43	1782	15	4137	9002	6	9	2343	2857	969	8470	830	5536	994	3645	8292	1279	51	595	7	21356	2722	919	12566	245	42	2369	1188	412	2987	243	424	1050	183	2157	576	959	34	346	0	111	381	815	25	1718	1677	148	96	5101	665	228	1386	1372	0	518	2330	296	38	7706	0	1235	889	4192	0	0	376	5824	8	1685	28	73	48	0	968	365	246	1369	1006	179	941	1344	959	6330	585	14	521	4105	5	59	1278	6959
"msp_0259"	0	6286	451	0	6001	4796	1935	10	2636	0	6	11	7711	1073	3656	553	232	13	2771	3120	150	311	320	2070	0	304	783	6	14135	457	4690	2345	1164	1648	1011	780	848	1385	1351	2032	1544	4518	6	1207	5160	5829	6	0	1623	6563	1565	5968	0	17008	1968	1769	1378	3173	9448	2940	583	1022	3515	468	12403	5872	350	849	1348	1650	10	492	19784	11246	0	14	914	0	3438	1110	1475	169	496	17	4055	1705	636	2340	0	3010	5057	92	568	68	1665	5617
"msp_0260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	0	0	384	0	0	0	0	0	0	0	4484	0	0	0	6401	0	0	0	0	0	0	0	0	4277	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16632	13	0	13	27	0	9	0	0	0
"msp_0262"	0	0	10490	8	10816	378	488	0	0	0	0	0	0	138	311	0	0	0	0	0	0	4	0	0	0	686	0	4	0	255	2869	0	0	0	1100	3100	474	0	761	0	1007	627	533	2551	65	201	10571	0	0	0	0	4266	0	0	0	0	725	0	20	63	1742	0	107	0	0	517	6	0	0	6193	0	0	15	0	0	0	0	0	0	0	0	0	1667	0	0	0	14	17	0	8	12	0	8628	0	0	0
"msp_0263"	21984	103	5642	7	0	13169	883	2646	5	11	3538	0	0	1381	0	0	0	18775	320	1276	0	16250	76	9	6099	31	13	0	5996	887	1763	0	0	266	0	9	5666	0	315	2377	311	8	21955	0	24270	10017	0	2785	2928	3422	3600	2535	438	9505	1814	0	41119	1266	15	1331	0	7130	28088	5	7048	2547	4963	659	25	91	6	12	18214	29454	706	35	120073	24	0	0	22200	36	175	1775	427	130473	23	35	574	25	45	29236	18	125467	0	411
"msp_0265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7361	0	0	0	0	0	0	0	0	9	2931	0	0	0	0	0	679	0	2810	0	0	982	0	0	0	0	0	0	0	0	0	0	832	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
"msp_0269"	6	5076	0	0	8792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	0	0	0	0	6305	0	0	0	0	403	0	0	1337	3430	0	0	1247	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	454	0	26	0	0
"msp_0270"	0	2417	497	0	681	0	5	0	0	0	7	0	10	105	887	7983	3720	0	0	0	0	0	0	0	0	0	1132	0	0	0	0	0	0	0	0	326	72	165	197	0	424	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	176	0	0	195	0	128	0	0	0	2	782	0	0	0	0	0	217	26	0	12	126	0	270	0	0	2023	0	11	0	9899
"msp_0271"	64	83020	73699	47	79	3487	164	20	14	9	22225	121	33381	566	6159	83	81752	100	19786	781	3406	21	0	417	0	0	0	73559	221	12	45588	16762	19593	16201	14206	187	52957	77	4845	0	10935	178084	44168	76	42766	126570	13	35759	17	176645	47	6998	494	46	19	2421	0	161	49	212	56554	5414	101637	27	215623	152	112	81307	56227	44	38	146	19	199	19	0	4974	0	31620	39703	0	0	11486	44	55	9378	60617	21665	0	244916	185	2991	219	43800	52	66
"msp_0274"	568	0	6	15724	0	0	1028	174	0	27	129	1781	218	0	0	1987	7	89	0	0	1727	65	0	727	0	8	9	435	0	0	0	0	0	0	0	0	0	0	0	0	0	70	12	0	0	0	32	1712	0	8	12	0	417	907	0	0	3	0	0	0	0	0	11	3	36	0	0	201	1944	0	0	28	0	85	180	0	0	1009	0	18	0	0	0	12	0	0	0	0	0	309	46	0	0	56	8	0
"msp_0277"	0	0	4	1457	23826	4647	0	4	5	46	0	0	0	22	0	0	0	9115	0	0	0	12	7	17522	46	22461	10	0	0	0	0	0	0	6000	2182	9585	1729	6179	5425	0	2784	8	0	1565	0	0	10492	0	0	10	8506	10	102722	0	0	5	0	9395	12	18418	7	0	0	0	6	9382	0	0	38	0	7	0	0	0	0	0	7558	0	0	0	0	0	3589	4	0	7	38	34	0	35	46	191	24644	5	0	4
"msp_0278"	0	0	233	113	0	0	0	0	0	17	0	10	0	0	0	10	0	0	0	0	61	4	0	7	0	83	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	5	0	0	0	0	68	0	0	0	0	0	0	10	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	263	4	49	0	0	0	75	0	0	0	0	6	20	0	34	0	5	195	11
"msp_0279"	1349	7	101	0	7	172	0	0	0	1392	0	862	114	0	32	457	363	81	8	136	0	0	1514	0	0	0	2387	0	0	6	7	0	0	0	8	270	43	0	84	15	18	0	15	47	0	0	0	96	10	34	0	0	51	31	0	0	0	0	0	22	149	11	88	96	0	17	580	1249	6160	11	0	0	0	15	0	0	1408	0	29	20	0	153	44	0	33	5	107	0	56	0	0	237	0	0	0	103
"msp_0280"	0	0	613	13	27	16	0	0	0	0	3358	28	0	0	0	0	0	0	0	0	0	0	0	0	4784	346	286	875	1993	6	0	8647	609	0	156	0	0	0	3353	0	0	0	134	0	0	65	0	0	2979	334	604	2894	575	0	777	599	444	59	1245	260	0	0	25	0	6	9875	0	0	0	2331	9209	1297	0	561	0	52	0	0	0	7213	0	0	0	0	0	0	41	0	0	0	0	316	0	209	7	19
"msp_0281"	0	0	3597	0	0	0	0	0	0	0	12	0	11	959	12	14529	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	10	7028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10642	0	0	0	0	0	0	0	4	4	12334	0	0	0	0	0	1281	0	0	0	7913	0	0	0	0	0	0	30	0	0	0	0	0	37	40	0	41	17	21	0	23	20	0	14182	24742	0	4039
"msp_0282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
"msp_0285"	0	0	4	1020	0	45	6806	101	27167	1718	0	0	0	0	0	2431	0	12	9	12	23458	0	0	0	0	0	0	3607	15	4445	0	591	7152	6	0	7	0	0	0	22964	7	4446	0	9291	17070	0	0	0	0	6	7244	6024	0	29210	0	0	0	14770	28	138	0	8757	0	3	7	9	0	7	0	520	5	9	0	0	0	0	0	0	8	0	0	0	0	0	155	0	4	1287	0	12	12	0	4	0	4516	0
"msp_0287"	812	313	983	78	372	0	936	0	0	244	0	645	1213	0	0	0	0	0	0	773	0	0	0	0	0	0	15833	0	0	0	0	0	0	0	0	491	74	2089	0	0	0	0	0	11	0	0	0	108	148	719	948	0	0	0	0	112	0	0	0	424	0	8548	0	0	0	25	0	0	0	42	0	288	0	0	558	4	4771	0	0	0	0	0	2355	342	0	5	407	0	0	0	0	2831	962	6	0	21
"msp_0288"	0	0	0	0	0	0	0	0	535	7732	4741	211	6715	5827	1117	12	693	66	0	0	0	0	0	0	0	0	0	0	0	1443	0	0	34	0	0	0	201	0	33	43	0	782	71	0	0	0	809	56	0	0	7	0	0	0	0	0	0	0	0	127	0	20	0	13	0	88	192	136	261	0	9	0	0	34	353	0	0	0	0	195	0	6	173	85	0	0	5	0	0	0	0	0	0	0	6	0
"msp_0290"	0	0	5	8	37410	5	0	4	3	999	21	16	31	0	5024	24216	16	0	0	0	0	20	8525	7	5	0	6	0	9	0	11992	77	0	0	0	34880	8	0	0	0	31563	28	0	0	13	0	0	0	0	0	50	318	0	5	0	0	0	0	0	0	0	5	0	0	7	0	0	9573	0	0	0	11	9	0	0	0	52	0	0	0	0	0	9	58	0	30	0	0	0	0	0	244	0	17	0	19207
"msp_0291"	0	4280	935	323	918	950	1479	5	875	102	92	446	54	139	49	392	0	0	683	0	0	0	0	0	0	1078	151	0	0	22	0	71	286	416	103	478	798	0	282	1234	246	0	0	142	0	0	0	0	247	108	33	2698	0	2177	280	1727	462	2542	13	272	281	0	0	0	0	718	0	704	0	0	0	0	0	0	676	0	0	0	142	137	0	0	653	5	0	885	183	0	0	0	0	0	0	8637	0	222
"msp_0296"	0	137	0	47	1003	0	0	0	0	147	0	681	0	855	1254	982	45	0	15	0	373	0	365	0	0	0	266	0	5	21	1240	0	1078	55	231	2160	1992	75	0	740	3282	2119	6	1097	0	0	0	0	4	136	699	35	116	0	0	1609	0	0	0	617	320	36	23	664	0	73	86	263	0	250	0	0	0	0	0	0	985	0	0	0	0	0	0	0	0	46	122	0	0	0	0	280	0	12	0	497
"msp_0297"	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	114	0	4391	0	0	0	0	0	0	0	0	1371	0	0	0	0	0	0	0	0	14	0	0	62	0	0	0	0	13	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	37	0	0	7	0	0	0	0	12	0	36	0	15	0	0	0	0	718	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
"msp_0298"	0	0	0	0	2297	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	0	0	0	2663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1522	0	0	0	1321
"msp_0299"	0	2036	57	0	1397	0	353	0	221	98	0	9	0	567	237	0	0	1011	52	0	0	0	0	0	0	0	626	0	0	0	200	203	179	91	146	0	53	0	148	225	553	0	1038	0	267	0	100	0	0	30	0	209	0	0	1195	134	526	332	0	362	0	0	0	782	0	96	0	82	0	144	0	1063	1717	0	0	0	26	0	1441	0	493	208	0	0	0	1113	110	221	0	0	0	224	0	0	0	449
"msp_0301"	0	8295	8002	8	6586	4325	3584	18	4914	2599	0	3663	12	223	2112	3792	0	0	85	1591	0	37641	8848	10	0	8	794	22	3641	11233	1449	818	4940	576	1534	5279	1007	159	2957	0	2426	8161	15164	147	6128	25725	524	0	2522	1377	2030	23070	0	3450	826	2426	72	8974	127	10627	1658	661	5983	205	10	3687	3297	3675	3027	12908	206	10676	1111	4774	0	6602	12	10	276	18	9592	375	0	12	18146	7752	1892	358	10	0	983	3627	0	923	11370	3539
"msp_0302"	0	0	0	0	0	0	0	0	0	0	0	0	0	249	138	0	0	0	1886	0	0	0	0	0	0	0	0	0	0	20836	12141	0	0	13891	0	0	2828	18	0	21707	3358	1474	0	0	0	0	0	0	462	0	6	1875	0	0	0	10934	18334	0	12	0	19869	2621	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610
"msp_0303"	0	0	0	22	0	0	0	0	0	111	0	915	0	0	0	167	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	97	0	8	69	19	19	0	0	0	0	21	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	68	64	0	0	0	0	0	22	592	14	0	0	0	0	0	0	0	1444	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	103	5	0
"msp_0305"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	13	0	328	0	0	0	0	0	388	845	0	0	0	0	0	0	0	12	0	444	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	776	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0
"msp_0306"	9	10059	4469	0	3834	272	0	0	0	0	0	0	15	106	2700	12715	0	0	0	0	0	51	19935	10	8	0	22044	0	0	0	0	3896	2945	0	1420	1493	5936	0	0	0	0	0	7	0	385	0	0	0	1233	0	0	40	0	7	18	61	0	0	0	2334	0	0	0	0	0	1651	0	15527	0	130	0	394	0	0	0	0	8	0	0	0	0	0	58	13	0	0	35832	40	0	26	55	0	135	18	0	3650
"msp_0307"	27	7683	370	411	0	6045	6	0	64	604	0	0	15	3306	1595	1372	0	0	0	0	960	0	0	0	0	2247	111	0	13	0	8	0	0	73	0	1689	142	1416	462	450	813	0	0	0	3951	0	0	400	166	3158	492	1629	0	0	0	934	0	0	9	1657	6	7	18240	0	4688	119	774	474	8	3368	0	1376	4	0	0	15	13	0	0	0	0	0	20	22	0	29	0	0	0	0	0	65	5	14546	0	285
"msp_0308"	0	0	0	39	0	58	5	0	0	0	526	189	0	0	0	215	0	2112	0	0	0	0	0	57	0	0	0	0	0	35	0	0	0	0	0	0	0	90	7	0	7	104	43	32	0	8	72	11	0	0	9	0	0	654	0	0	314	0	0	18	158	0	393	0	0	0	0	0	0	0	0	0	0	2170	0	0	0	242	0	0	0	0	0	2064	0	0	0	6	0	40	0	0	0	66	156	0
"msp_0312"	0	1742	1589	810	362	0	79	0	0	0	0	103	18	1397	4544	17994	11	0	0	0	0	0	639	0	0	0	10730	0	0	143	0	12	5115	5618	0	7574	2784	575	0	0	530	27	35	721	0	0	0	0	67	797	51	69	0	365	11	0	0	0	0	66	770	11342	0	0	0	109	1603	1146	498	14	0	0	0	0	0	14	4491	0	0	0	0	0	0	17	0	173	452	0	0	0	38	8829	0	0	0	4257
"msp_0314"	0	453	149	114	0	0	21	0	0	2520	0	0	0	0	7	3141	0	2141	79	0	420	0	13	6	0	0	0	0	0	14	0	0	0	63	136	874	48	1215	44	4	0	0	50	248	41	0	0	0	0	74	31	0	13	33	0	0	24330	0	0	0	18	5363	314	0	0	48	1731	2965	559	0	0	0	0	0	0	0	12452	0	0	0	0	0	0	9	0	12	27	0	4	0	0	2315	0	4384	303	216
"msp_0315"	0	15	71	0	0	0	217	0	0	0	0	0	0	0	0	27	12	0	0	0	0	0	0	0	0	1014	18	0	0	0	0	0	0	37	114	31	0	142	0	0	0	128	0	29	0	0	0	77	167	8	0	0	0	0	0	0	0	0	0	74	392	293	0	0	0	0	406	22	5543	0	541	0	0	8	0	0	10412	0	0	0	0	0	0	0	0	56	6	0	0	0	0	68	0	5	0	36
"msp_0317"	0	0	0	769	0	0	0	0	0	12795	0	64	0	0	0	526	0	1135	9	0	0	0	477	0	0	0	0	0	0	0	0	0	0	18	15	0	0	287	45	0	0	8	0	20	0	0	0	0	14	78	10	0	0	0	0	0	0	0	0	0	7	10316	160	0	0	0	1227	917	1646	0	0	0	0	0	0	9	1614	0	0	0	0	0	20	0	0	19	0	0	0	0	0	7564	0	0	0	36
"msp_0318"	833	472	0	446	8	0	1214	0	84	749	386	908	175	0	15	631	2726	236	122	1523	702	177	725	219	0	21	2590	0	37	87	70	81	0	124	122	0	12	348	75	0	17	46	0	173	307	0	157	0	383	0	89	16	115	101	5	107	1198	18	0	177	1888	61	1120	36	157	0	145	814	2184	17	0	214	0	4707	0	0	1107	172	34	97	16	208	217	0	110	180	26	398	18	111	11	1593	5677	61	368	0
