"MSP"	"SRS9032175"	"SRS9032172"	"SRS9032166"	"SRS9032079"	"SRS9032163"	"SRS9032162"	"SRS9032160"	"SRS9032078"	"SRS9032076"	"SRS9032158"	"SRS9032072"	"SRS9032157"	"SRS9032156"	"SRS9032071"	"SRS9032069"	"SRS9032065"	"SRS9032064"	"SRS9032061"	"SRS9032059"	"SRS9032058"	"SRS9032057"	"SRS9032150"	"SRS9032054"	"SRS9032149"	"SRS9032053"	"SRS9032043"	"SRS9032148"	"SRS9032039"	"SRS9032147"	"SRS9032034"	"SRS9032143"	"SRS9032141"	"SRS9032140"	"SRS9032137"	"SRS9032134"	"SRS9032133"	"SRS9032131"	"SRS9032129"	"SRS9032121"	"SRS9032119"	"SRS9032115"	"SRS9032113"	"SRS9032110"	"SRS9032108"	"SRS9032106"	"SRS9032102"	"SRS9032099"	"SRS9032098"	"SRS9032096"	"SRS9032095"	"SRS9032094"	"SRS9032092"	"SRS9032089"	"SRS9032084"	"SRS9032081"	"SRS9032075"	"SRS9032070"	"SRS9032060"	"SRS9032055"	"SRS9032052"	"SRS9032049"	"SRS9032048"	"SRS9032046"	"SRS9032045"	"SRS9032042"	"SRS9032041"	"SRS9032038"	"SRS9032036"	"SRS9032198"	"SRS9032194"	"SRS9032189"	"SRS9032188"	"SRS9032173"	"SRS9032171"	"SRS9032159"	"SRS9032145"	"SRS9032144"	"SRS9032142"	"SRS9032127"	"SRS9032124"	"SRS9032118"	"SRS9032117"	"SRS9032116"	"SRS9032114"	"SRS9032112"	"SRS9032111"	"SRS9032109"	"SRS9032107"	"SRS9032104"	"SRS9032103"	"SRS9032101"	"SRS9032100"	"SRS9032091"	"SRS9032090"	"SRS9032088"	"SRS9032087"	"SRS9032086"	"SRS9032077"	"SRS9032074"	"SRS9032073"	"SRS9032068"	"SRS9032067"	"SRS9032066"	"SRS9032063"	"SRS9032062"	"SRS9032056"	"SRS9032051"	"SRS9032050"	"SRS9032047"	"SRS9032044"	"SRS9032035"
"msp_1550"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1556"	569	333	18	494	0	642	869	0	0	29	0	103	147	0	859	211	7	0	0	202	0	0	0	0	966	197	0	0	1183	0	656	955	72	0	731	26	276	129	1182	23	0	239	0	0	862	560	0	1003	926	199	113	2654	129	207	164	99	203	556	495	945	457	93	17	0	260	63	92	84	0	203	0	27	0	0	88	170	49	0	220	89	115	1233	315	237	0	0	0	603	0	58	138	111	0	263	0	35	235	504	7	0	160	819	239	0	0	1707	560	1176	0	0	130
"msp_1558"	0	0	0	0	0	0	23	9	0	0	11	17	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	23	0	0	0	0	0	0	25	0	9	0	0	0	0	0	0	0	31	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	32	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	16	0	0	8	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	10	86	0	16	0
"msp_1562"	0	12	0	0	0	0	0	34	0	105	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	732	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1564"	0	21	0	182	0	0	0	0	0	0	0	0	174	0	374	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	73	0	0	16	0	0	0	1866	0	0	0	0	0	0	0	761	306	0	59	0	0	0	49	0	0	410	120	0	0	0	0	0	0	0	20	0	158	0	0	3319	0	0	0	23	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1567"	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1570"	0	2608	0	0	0	0	0	0	11	0	0	0	0	0	0	15	0	0	517	2848	0	0	0	0	0	2595	0	762	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	130	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	12030	14	0	0	0	0	26	0	0	28	0	437	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	17	70	0
"msp_1581"	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1584"	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	201	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	0
"msp_1590c"	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	114	0	367	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	20	0	0	0	0	0
"msp_1599"	35	16	16	8	19	203	68	0	30	0	147	20	199	17	42	151	0	0	87	11	116	2409	167	522	0	21	797	73	1073	1073	0	1373	2144	739	869	2715	223	25	117	17	174	38	50	76	83	1076	338	1969	104	0	105	204	316	0	95	32	5	0	58	43	69	11	170	0	966	95	684	48	44	46	36	24	34	0	3572	397	7518	150	45	20	16	0	1913	586	37	4291	63	17	2208	24	0	0	20964	94	376	719	5030	32	0	25	98	124	0	7	67	0	2068	23	32	8	192
"msp_1600"	0	82391	0	0	0	0	0	9	26	0	0	0	0	0	0	37	0	12	3072	7945	0	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	117	0	3904	0	0	10	0	0	0	0	0	0	0	0	0	12	0	0	0	95	0	0	0	0	0	27	0	0	20	0	6239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	407	0
"msp_1601"	0	0	0	0	0	0	0	0	0	0	0	10	75	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	21	0	402	0	75	0	0	0	10	0	0	0	0	0	0	48	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	24	0	0	0	0	108	0	12	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1608c"	75	0	0	0	0	23	28	34	0	34	0	0	107	0	0	0	0	0	0	0	0	0	0	62	0	147	0	32	303	0	0	0	94	0	0	201	0	26	0	0	0	0	0	0	29	0	0	0	0	15	0	0	52	100	22	0	44	0	0	0	0	27	0	0	65	265	0	0	0	0	0	22	0	0	78	89	0	0	0	0	0	0	0	0	0	160	0	0	195	0	0	0	120	2400	231	0	297	0	28	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1621"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	156	0	0	0	123	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	9	0	0	0	0	0	0	0	0	0	0	22	0
"msp_1622"	44	0	0	138	308	0	1492	0	0	0	0	43	134	0	7	0	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	358	641	0	0	0	0	71	0	0	0	0	1436	96	0	0	1800	185	32	0	0	0	208	0	0	0	13	0	49	191	0	0	30	0	0	99	0	39	0	27	0	0	99	161	24	142	198	0	0	0	31	107	306	239	0	0	48	0	175	0	134	32	0	0	0	0	12	0	0	220	0	0	0	0	0	130	10	317	0
"msp_1628"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1629"	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1641"	239	32	0	128	0	0	181	0	0	306	0	47	169	0	20	26	0	0	0	64	0	0	0	0	0	152	0	245	11	0	0	14	22	0	225	15	264	479	0	652	0	0	0	0	164	381	0	0	0	608	284	0	174	72	173	674	37	0	79	0	123	98	218	0	6	6	0	36	86	81	0	594	0	0	63	167	0	0	11	7	0	423	848	1088	342	620	337	0	29	278	121	0	404	73	652	0	0	21	47	0	152	334	0	0	0	34	0	84	48	1199	0
"msp_1643c"	23	0	0	11	0	0	0	0	0	0	0	23	136	0	0	49	0	0	0	0	0	0	0	0	0	0	154	0	64	0	0	0	18	0	95	114	21	33	0	197	0	0	0	0	0	144	0	31	0	16	28	0	69	92	0	12	248	0	0	0	16	0	26	0	222	16	0	0	17	0	0	43	0	0	133	0	0	0	0	13	0	0	0	0	0	36	0	0	62	0	0	0	128	115	19	0	142	60	145	0	0	0	0	0	0	0	179	0	0	22	0
"msp_1644"	0	0	0	0	0	0	0	0	0	0	241	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
"msp_1647"	0	0	0	19	0	0	0	0	0	0	0	0	333	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	870	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1649"	0	0	0	25	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
"msp_1652"	0	0	0	0	7	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
"msp_1653"	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1674"	320	0	0	308	0	0	0	0	0	20	0	0	213	0	0	179	0	0	0	82	0	0	0	0	33	0	18	0	0	0	0	0	0	0	0	0	0	550	0	406	0	0	0	0	0	0	0	0	0	453	494	0	64	0	0	225	56	0	0	0	680	0	365	0	22	19	0	0	10	0	0	0	0	0	603	530	0	0	62	0	481	0	169	91	123	6212	67	11	8	188	59	0	5	1065	0	0	0	0	558	0	0	31	0	0	0	0	233	524	43	352	0
"msp_1677"	0	0	0	0	0	0	0	14	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	11	0	0	0	14	0	0	0	0	0	35	0	0	0	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	157	0	0	0	0	0	6	0	0	0	0	0	0	20	22	0	0	0	0	0	0	61	0	0	0	0	0	0	0
"msp_1679"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1684"	27	126	0	10	32	79	0	9	0	41	11	24	0	0	14	0	50	0	0	18	7	0	0	0	27	43	0	16	36	0	17	0	0	34	0	0	0	12	127	12	0	0	0	0	0	23	0	14	79	19	20	38	0	29	19	0	16	15	75	9	79	0	29	0	0	17	0	77	19	49	32	76	0	0	0	0	0	140	0	39	0	13	27	0	0	0	0	11	9	11	26	46	0	20	92	0	9	81	0	0	94	0	31	7	0	0	0	0	48	18	20
"msp_1696c"	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0
"msp_1700"	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	16	0	0	9	0	0	0	10	247	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"msp_1708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1714"	27	624	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	82	0	0	0	0	142	14	210	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	14	0	34	0	0	0	109	0	0	178	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	15	0	20	0	319	349	0	0	0	0	0	0	0	0	0	0	0	0	0	5652	0	0	0	0	13686	344	0	0	212	0
"msp_1724"	1004	24	0	65	535	141	366	19	0	30	35	49	0	0	11	281	10	277	551	22	0	0	0	0	145	245	0	185	14	0	440	0	20	90	30	0	148	263	1166	51	0	241	0	0	386	0	0	0	117	0	78	28	57	116	0	9	94	545	201	0	524	0	0	0	0	186	12	76	37	11	90	34	0	560	11	129	0	433	90	0	30	158	711	139	112	501	131	11	11	25	0	0	0	23	78	144	0	42	12	10	64	0	261	0	0	263	401	791	0	7	109
"msp_1729"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	43	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0
"msp_1747"	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1748"	138	10	0	0	0	84	15	0	14	0	0	12	40	0	55	442	0	207	426	0	7	211	15	26	54	8	61	27	151	670	0	70	2198	86	9	595	11	0	313	297	17	47	218	0	7	88	33	90	70	0	14	87	6	0	0	0	14	0	230	35	0	0	0	0	264	6	36	25	39	0	0	0	34	0	1531	195	5141	27	124	18	7	0	172	6	6	1751	0	0	762	31	0	0	11241	78	72	90	152	0	0	0	8	0	0	17	29	0	2150	47	0	31	22
"msp_1754"	0	0	0	23	0	0	0	0	0	0	33	0	0	20	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	130	22	63	59	0	0	17	0	10	7649	0	0	13	0	0	190	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	467	0	26	0	0	23	62	174	0	0	0	0	0	9	14	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	51	0	10	0
"msp_1766"	0	0	0	9	0	5025	0	0	0	0	0	679	15	5	0	0	0	63	0	9	0	0	0	0	0	6	44	0	5	0	0	7	106	15	165	0	0	46	0	0	41	0	0	0	0	0	18	11	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	0	113	0	0	0	183	0	9	0	0	0	569	33	4849	0	0	4	0	0	0	133	0	0	0	0	0	0	0	0	6	0	0	0	0	0	28	164	0	0	0	0	0	0	0	0	0	17	0
"msp_1814"	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	6	166	616	0	0	0	0	0	0	0	0	1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1816"	0	0	0	0	0	0	0	5	0	0	0	113	9	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	0	6	1223	0	0	0	0	0	5397	0	0	301	0	0	394	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	23	0	0	12	169	0	7540	0	0	0	408	112	0	0	0	0	0	0	10	167	0	0	0	0	0	0	0	0	1370	0	0	0	833	0	0	0	24	0	0	0	0	0	0	0	0	14	0
"msp_1820"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1854"	0	37	460	0	0	0	751	0	0	0	0	0	0	0	0	0	0	91	0	0	80	0	0	0	0	30	0	0	0	0	102	0	84	0	0	0	210	0	129	0	0	0	994	0	713	0	0	11	0	0	0	0	0	0	0	0	0	0	154	0	121	0	0	0	0	1017	10	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	17	0	0	8	0	0	0	0	313	2239	0	0	0	0	0	643	0	0	0	90	900	0	0	0	0	0	0	0	0
"msp_1866"	0	0	9	0	0	0	0	0	0	0	0	139	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	5	0	0	0	0	8	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1881"	0	0	0	0	0	0	0	0	0	0	0	1683	215	0	34	0	0	0	0	5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10639	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1927	385	0	0	0	0	0	0	0	0	2147	0	0	0	0	0	0	0	0	0	585	0	0	0	0	0	0	294	0	0	0	0	0	4434	0	0	0
"msp_1896"	0	167	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	4845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1908"	0	0	0	0	0	0	0	20	0	0	0	11	73	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	20	0	0	0	0	0	0	937	0	0	0	0	0	0	0	0	0	0	0	7	7	0	12	0	6	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"msp_1946"	0	0	0	0	3	0	0	0	30	0	0	0	0	0	0	155	0	106	0	758	10	1593	0	0	0	0	0	51	0	0	0	0	13	0	0	0	0	58	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	79	0	0	0	43	0	7	0	0	0	0	0	0	10	0	404	0	8	0	0	0	58	0	0	0	406	0	0	0	0	0	0	0	0	0	0
"msp_1971"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
"msp_1977"	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	13	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	16	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	10	26	0	0	0	0	0	19	0	0	0	0	26	0	0	0	0	0	0	0	0
"msp_0026"	0	0	0	2311	0	0	0	0	0	0	0	0	728	0	2107	1343	0	407	0	0	0	0	0	1781	0	40	14217	3849	532	0	0	0	44	0	167	11	1482	6495	0	46	0	0	0	0	0	0	0	0	0	282	317	0	0	568	2598	4154	41	0	0	1639	57	0	5	0	182	2399	24	0	1729	0	0	0	0	0	297	0	0	627	0	0	8	3427	0	0	0	187	0	0	0	2232	0	42	0	10	0	1095	0	2893	0	0	0	0	0	0	0	3860	472	2224	2395	0	0
"msp_0030"	33	0	4572	13	0	699	0	9	783	0	4505	2834	54131	18658	0	146	8	0	0	0	87	0	9	24	0	19	4	10848	4783	16	44	3100	105113	603	19	0	0	190	1780	32125	6929	95	0	13216	0	0	3277	4548	100	8932	0	0	0	0	0	3156	22	23846	7546	5	566	74	0	0	60	0	0	1546	32473	4278	62	3544	1522	1327	7145	26289	102948	349	1315	892	18	77	6	1861	3680	65128	20	9	13	40	0	6344	0	0	0	0	6678	0	2216	290350	159	0	58646	206	80	360	3879	12	22179	514	7
"msp_0166"	1376	633	319	0	1993	827	647	2713	0	0	210	256	2105	0	0	509	0	8221	274	201	6538	39460	19	2330	5284	0	0	0	1656	0	3178	11	0	7190	0	15739	334	283	3454	0	430	982	4868	0	723	592	9424	0	0	1128	6694	0	7038	25	462	0	13	0	59	2017	19338	708	1047	2898	17	0	10	816	4367	0	1040	6405	157632	48	0	0	13509	0	27	3075	782	17	7948	0	0	2026	8481	2709	3459	0	19325	65	15	0	170	1066	0	11343	0	85	0	359	1266	42	0	41	959	67	8	10348	2211
"msp_0212"	13	21	0	20269	807	13	7	16	44223	0	0	25	7	0	0	0	0	4825	0	0	2205	116	0	6	52495	0	0	0	0	669	0	8	33	78	0	0	0	0	4945	172	31	490	9477	0	7	89	0	27078	63	31	310	4	0	0	15648	0	20	6194	1780	0	25	0	61	0	99	0	0	525	178009	0	0	0	0	0	1304	31	2056	0	186	11	0	0	0	21	8	0	0	53	0	0	662	0	55	0	0	0	716	15	0	22	30	0	2819	0	18	0	1662	0	34	17024	5
"msp_0295"	0	0	0	0	0	0	0	28	0	0	0	0	89	0	0	0	0	0	0	0	6	0	0	0	0	5441	0	0	0	0	0	0	0	0	0	0	0	347	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	104	0
